#observation_name	sampleA_R1	sampleB_R1
Cluster_10660	1	0
Cluster_10661	1	0
Cluster_10662	1	0
Cluster_10663	1	0
Cluster_10664	1	0
Cluster_10665	1	0
Cluster_10666	1	0
Cluster_10667	1	0
Cluster_10668	1	0
Cluster_10669	1	0
Cluster_10670	1	0
Cluster_10671	1	0
Cluster_10672	1	0
Cluster_10673	1	0
Cluster_10674	1	0
Cluster_10675	1	0
Cluster_10676	1	0
Cluster_10677	1	0
Cluster_10678	1	0
Cluster_10679	1	0
Cluster_10680	1	0
Cluster_10681	1	0
Cluster_10682	1	0
Cluster_10683	1	0
Cluster_10684	1	0
Cluster_10685	1	0
Cluster_10686	1	0
Cluster_10687	1	0
Cluster_10688	1	0
Cluster_10689	1	0
Cluster_10690	1	0
Cluster_10691	1	0
Cluster_10692	1	0
Cluster_10693	1	0
Cluster_10694	1	0
Cluster_10695	1	0
Cluster_10696	1	0
Cluster_10697	1	0
Cluster_10698	1	0
Cluster_10699	1	0
Cluster_10700	1	0
Cluster_10701	1	0
Cluster_10702	2	0
Cluster_10703	1	0
Cluster_10704	1	0
Cluster_10705	1	0
Cluster_10706	1	0
Cluster_10707	1	0
Cluster_10708	1	0
Cluster_10709	1	0
Cluster_10710	1	0
Cluster_10711	1	0
Cluster_10712	1	0
Cluster_10713	1	0
Cluster_10714	1	0
Cluster_10715	1	0
Cluster_10716	1	0
Cluster_10717	1	0
Cluster_10718	1	0
Cluster_10719	1	0
Cluster_10720	1	0
Cluster_10721	1	0
Cluster_10722	1	0
Cluster_10723	1	0
Cluster_10724	1	0
Cluster_10725	1	0
Cluster_10726	1	0
Cluster_10727	1	0
Cluster_10728	1	0
Cluster_10729	1	0
Cluster_10730	1	0
Cluster_10731	1	0
Cluster_10732	1	0
Cluster_10733	1	0
Cluster_10734	1	0
Cluster_10735	1	0
Cluster_10736	1	0
Cluster_10737	1	0
Cluster_10738	1	0
Cluster_10739	1	0
Cluster_10740	1	0
Cluster_10741	1	0
Cluster_10742	1	0
Cluster_10743	1	0
Cluster_10744	1	0
Cluster_10745	1	0
Cluster_10746	1	0
Cluster_10747	1	0
Cluster_10748	1	0
Cluster_10749	1	0
Cluster_10750	1	0
Cluster_10751	1	0
Cluster_10752	1	0
Cluster_10753	1	0
Cluster_10754	1	0
Cluster_10755	1	0
Cluster_10756	1	0
Cluster_10757	1	0
Cluster_10758	1	0
Cluster_10759	1	0
Cluster_10760	1	0
Cluster_10761	1	0
Cluster_10762	1	0
Cluster_10763	1	0
Cluster_10764	1	0
Cluster_10765	1	0
Cluster_10766	1	0
Cluster_10767	1	0
Cluster_10768	1	0
Cluster_10769	1	0
Cluster_10770	1	0
Cluster_10771	1	0
Cluster_10772	1	0
Cluster_10773	1	0
Cluster_10774	1	0
Cluster_10775	1	0
Cluster_10776	1	0
Cluster_10777	1	0
Cluster_10778	1	0
Cluster_10779	1	0
Cluster_10780	1	0
Cluster_10781	1	0
Cluster_10782	1	0
Cluster_10783	1	0
Cluster_10784	1	0
Cluster_10785	1	0
Cluster_10786	1	0
Cluster_10787	1	0
Cluster_10788	1	0
Cluster_10789	1	0
Cluster_10790	1	0
Cluster_10791	1	0
Cluster_10792	1	0
Cluster_10793	1	0
Cluster_10794	1	0
Cluster_10795	1	0
Cluster_10796	1	0
Cluster_10797	1	0
Cluster_10798	1	0
Cluster_10799	1	0
Cluster_10800	1	0
Cluster_10801	1	0
Cluster_10802	1	0
Cluster_10803	1	0
Cluster_10804	2	0
Cluster_10805	1	0
Cluster_10806	1	0
Cluster_10807	1	0
Cluster_10808	1	0
Cluster_10809	1	0
Cluster_10810	1	0
Cluster_10811	1	0
Cluster_10812	1	0
Cluster_10813	1	0
Cluster_10814	1	0
Cluster_10815	1	0
Cluster_10816	1	0
Cluster_10817	1	0
Cluster_10818	1	0
Cluster_10819	1	0
Cluster_10820	1	0
Cluster_10821	1	0
Cluster_10822	1	0
Cluster_10823	1	0
Cluster_10824	1	0
Cluster_10825	1	0
Cluster_10826	1	0
Cluster_10827	1	0
Cluster_10828	1	0
Cluster_10829	2	0
Cluster_10830	1	0
Cluster_10831	2	0
Cluster_10832	1	0
Cluster_10833	1	0
Cluster_10834	1	0
Cluster_10835	1	0
Cluster_10836	1	0
Cluster_10837	1	0
Cluster_10838	1	0
Cluster_10839	1	0
Cluster_10840	1	0
Cluster_10841	1	0
Cluster_10842	1	0
Cluster_10843	1	0
Cluster_10844	1	0
Cluster_10845	1	0
Cluster_10846	1	0
Cluster_10847	1	0
Cluster_10848	1	0
Cluster_10849	1	0
Cluster_10850	1	0
Cluster_10851	1	0
Cluster_10852	1	0
Cluster_10853	1	0
Cluster_10854	1	0
Cluster_10855	1	0
Cluster_10856	1	0
Cluster_10857	1	0
Cluster_10858	1	0
Cluster_10859	1	0
Cluster_10860	1	0
Cluster_10861	1	0
Cluster_10862	1	0
Cluster_10863	1	0
Cluster_10864	1	0
Cluster_10865	1	0
Cluster_10866	1	0
Cluster_10867	1	0
Cluster_10868	1	0
Cluster_10869	1	0
Cluster_10870	1	0
Cluster_10871	1	0
Cluster_10872	1	0
Cluster_10873	1	0
Cluster_10874	1	0
Cluster_10875	1	0
Cluster_10876	1	0
Cluster_10877	1	0
Cluster_10878	1	0
Cluster_10879	1	0
Cluster_10880	1	0
Cluster_10881	1	0
Cluster_10882	1	0
Cluster_10883	1	0
Cluster_10884	1	0
Cluster_10885	1	0
Cluster_10886	1	0
Cluster_10887	1	0
Cluster_10888	1	0
Cluster_10889	1	0
Cluster_10890	1	0
Cluster_10891	1	0
Cluster_10892	1	0
Cluster_10893	1	0
Cluster_10894	1	0
Cluster_10895	1	0
Cluster_10896	1	0
Cluster_10897	1	0
Cluster_10898	1	0
Cluster_10899	1	0
Cluster_10900	1	0
Cluster_10901	1	0
Cluster_10902	1	0
Cluster_10903	1	0
Cluster_10904	1	0
Cluster_10905	1	0
Cluster_10906	1	0
Cluster_10907	1	0
Cluster_10908	1	0
Cluster_10909	1	0
Cluster_10910	1	0
Cluster_10911	1	0
Cluster_10912	1	0
Cluster_10913	1	0
Cluster_10914	1	0
Cluster_10915	1	0
Cluster_10916	1	0
Cluster_10917	1	0
Cluster_10918	1	0
Cluster_10919	1	0
Cluster_10920	1	0
Cluster_10921	1	0
Cluster_10922	1	0
Cluster_10923	1	0
Cluster_10924	1	0
Cluster_10925	3	0
Cluster_10926	1	0
Cluster_10927	1	0
Cluster_10928	1	0
Cluster_10929	1	0
Cluster_10930	1	0
Cluster_10931	1	0
Cluster_10932	1	0
Cluster_10933	1	0
Cluster_10934	1	0
Cluster_10935	1	0
Cluster_10936	1	0
Cluster_10937	1	0
Cluster_10938	2	0
Cluster_10939	1	0
Cluster_10940	1	0
Cluster_10941	1	0
Cluster_10942	1	0
Cluster_10943	1	0
Cluster_10944	1	0
Cluster_10945	1	0
Cluster_10946	1	0
Cluster_10947	1	0
Cluster_10948	1	0
Cluster_10949	1	0
Cluster_10950	1	0
Cluster_10951	1	0
Cluster_10952	1	0
Cluster_10953	1	0
Cluster_10954	1	0
Cluster_10955	1	0
Cluster_10956	1	0
Cluster_10957	1	0
Cluster_10958	1	0
Cluster_10959	1	0
Cluster_10960	1	0
Cluster_10961	1	0
Cluster_10962	1	0
Cluster_10963	1	0
Cluster_10964	1	0
Cluster_10965	3	0
Cluster_10966	1	0
Cluster_10967	1	0
Cluster_10968	1	0
Cluster_10969	1	0
Cluster_10970	1	0
Cluster_10971	1	0
Cluster_10972	1	0
Cluster_10973	1	0
Cluster_10974	1	0
Cluster_10975	1	0
Cluster_10976	1	0
Cluster_10977	1	0
Cluster_10978	1	0
Cluster_10979	1	0
Cluster_10980	1	0
Cluster_10981	1	0
Cluster_10982	1	0
Cluster_10983	1	0
Cluster_10984	1	0
Cluster_10985	1	0
Cluster_10986	1	0
Cluster_10987	1	0
Cluster_10988	1	0
Cluster_10989	1	0
Cluster_10990	1	0
Cluster_10991	1	0
Cluster_10992	1	0
Cluster_10993	1	0
Cluster_10994	1	0
Cluster_10995	1	0
Cluster_10996	1	0
Cluster_10997	1	0
Cluster_10998	1	0
Cluster_10999	1	0
Cluster_11000	1	0
Cluster_11001	1	0
Cluster_11002	1	0
Cluster_11003	1	0
Cluster_11004	1	0
Cluster_11005	1	0
Cluster_11006	1	0
Cluster_11007	1	0
Cluster_11008	1	0
Cluster_11009	1	0
Cluster_11010	1	0
Cluster_11011	1	0
Cluster_11012	1	0
Cluster_11013	1	0
Cluster_11014	1	0
Cluster_11015	1	0
Cluster_11016	1	0
Cluster_11017	1	0
Cluster_11018	1	0
Cluster_11019	1	0
Cluster_11020	1	0
Cluster_11021	1	0
Cluster_11022	1	0
Cluster_11023	1	0
Cluster_11024	1	0
Cluster_11025	1	0
Cluster_11026	1	0
Cluster_11027	1	0
Cluster_11028	1	0
Cluster_11029	1	0
Cluster_11030	1	0
Cluster_11031	2	0
Cluster_11032	1	0
Cluster_11033	1	0
Cluster_11034	1	0
Cluster_11035	1	0
Cluster_11036	1	0
Cluster_11037	1	0
Cluster_11038	1	0
Cluster_11039	1	0
Cluster_11040	1	0
Cluster_11041	1	0
Cluster_11042	1	0
Cluster_11043	1	0
Cluster_11044	1	0
Cluster_11045	1	0
Cluster_11046	1	0
Cluster_11047	1	0
Cluster_11048	1	0
Cluster_11049	1	0
Cluster_11050	1	0
Cluster_11051	1	0
Cluster_11052	1	0
Cluster_11053	1	0
Cluster_11054	1	0
Cluster_11055	1	0
Cluster_11056	1	0
Cluster_11057	1	0
Cluster_11058	1	0
Cluster_11059	1	0
Cluster_11060	2	0
Cluster_11061	1	0
Cluster_11062	1	0
Cluster_11063	1	0
Cluster_11064	1	0
Cluster_11065	1	0
Cluster_11066	1	0
Cluster_11067	1	0
Cluster_11068	1	0
Cluster_11069	1	0
Cluster_11070	1	0
Cluster_11071	1	0
Cluster_11072	1	0
Cluster_11073	1	0
Cluster_11074	1	0
Cluster_11075	1	0
Cluster_11076	1	0
Cluster_11077	1	0
Cluster_11078	1	0
Cluster_11079	1	0
Cluster_11080	1	0
Cluster_11081	1	0
Cluster_11082	1	0
Cluster_11083	1	0
Cluster_11084	1	0
Cluster_11085	1	0
Cluster_11086	1	0
Cluster_11087	1	0
Cluster_11088	1	0
Cluster_11089	1	0
Cluster_11090	1	0
Cluster_11091	1	0
Cluster_11092	1	0
Cluster_11093	1	0
Cluster_11094	1	0
Cluster_11095	1	0
Cluster_11096	1	0
Cluster_11097	1	0
Cluster_11098	1	0
Cluster_11099	1	0
Cluster_11100	1	0
Cluster_11101	1	0
Cluster_11102	1	0
Cluster_11103	1	0
Cluster_11104	1	0
Cluster_11105	1	0
Cluster_11106	1	0
Cluster_11107	1	0
Cluster_11108	1	0
Cluster_11109	1	0
Cluster_11110	1	0
Cluster_11111	1	0
Cluster_11112	1	0
Cluster_11113	1	0
Cluster_11114	1	0
Cluster_11115	1	0
Cluster_11116	1	0
Cluster_11117	1	0
Cluster_11118	1	0
Cluster_11119	2	0
Cluster_11120	1	0
Cluster_11121	1	0
Cluster_11122	1	0
Cluster_11123	1	0
Cluster_11124	1	0
Cluster_11125	1	0
Cluster_11126	1	0
Cluster_11127	1	0
Cluster_11128	1	0
Cluster_11129	1	0
Cluster_11130	1	0
Cluster_11131	1	0
Cluster_11132	1	0
Cluster_11133	1	0
Cluster_11134	1	0
Cluster_11135	1	0
Cluster_11136	1	0
Cluster_11137	1	0
Cluster_11138	1	0
Cluster_11139	1	0
Cluster_11140	1	0
Cluster_11141	1	0
Cluster_11142	1	0
Cluster_11143	1	0
Cluster_11144	1	0
Cluster_11145	1	0
Cluster_11146	1	0
Cluster_11147	2	0
Cluster_11148	1	0
Cluster_11149	1	0
Cluster_11150	1	0
Cluster_11151	1	0
Cluster_11152	1	0
Cluster_11153	1	0
Cluster_11154	1	0
Cluster_11155	1	0
Cluster_11156	1	0
Cluster_11157	1	0
Cluster_11158	2	0
Cluster_11159	1	0
Cluster_11160	1	0
Cluster_11161	1	0
Cluster_11162	1	0
Cluster_11163	1	0
Cluster_11164	1	0
Cluster_11165	1	0
Cluster_11166	1	0
Cluster_11167	2	0
Cluster_11168	1	0
Cluster_11169	1	0
Cluster_11170	1	0
Cluster_11171	1	0
Cluster_11172	1	0
Cluster_11173	1	0
Cluster_11174	1	0
Cluster_11175	1	0
Cluster_11176	1	0
Cluster_11177	1	0
Cluster_11178	1	0
Cluster_11179	1	0
Cluster_11180	1	0
Cluster_11181	1	0
Cluster_11182	1	0
Cluster_11183	1	0
Cluster_11184	1	0
Cluster_11185	1	0
Cluster_11186	1	0
Cluster_11187	1	0
Cluster_11188	1	0
Cluster_11189	1	0
Cluster_11190	1	0
Cluster_11191	1	0
Cluster_11192	1	0
Cluster_11193	1	0
Cluster_11194	1	0
Cluster_11195	1	0
Cluster_11196	1	0
Cluster_11197	1	0
Cluster_11198	2	0
Cluster_11199	1	0
Cluster_11200	1	0
Cluster_11201	1	0
Cluster_11202	1	0
Cluster_11203	1	0
Cluster_11204	1	0
Cluster_11205	1	0
Cluster_11206	1	0
Cluster_11207	1	0
Cluster_11208	1	0
Cluster_11209	1	0
Cluster_11210	1	0
Cluster_11211	1	0
Cluster_11212	1	0
Cluster_11213	1	0
Cluster_11214	1	0
Cluster_11215	1	0
Cluster_11216	1	0
Cluster_11217	1	0
Cluster_11218	1	0
Cluster_11219	1	0
Cluster_11220	1	0
Cluster_11221	1	0
Cluster_11222	1	0
Cluster_11223	1	0
Cluster_11224	1	0
Cluster_11225	1	0
Cluster_11226	1	0
Cluster_11227	2	0
Cluster_11228	1	0
Cluster_11229	1	0
Cluster_11230	1	0
Cluster_11231	1	0
Cluster_11232	1	0
Cluster_11233	1	0
Cluster_11234	1	0
Cluster_11235	1	0
Cluster_11236	1	0
Cluster_11237	1	0
Cluster_11238	1	0
Cluster_11239	1	0
Cluster_11240	1	0
Cluster_11241	1	0
Cluster_11242	1	0
Cluster_11243	1	0
Cluster_11244	1	0
Cluster_11245	1	0
Cluster_11246	1	0
Cluster_11247	1	0
Cluster_11248	1	0
Cluster_11249	1	0
Cluster_11250	1	0
Cluster_11251	1	0
Cluster_11252	1	0
Cluster_11253	1	0
Cluster_11254	1	0
Cluster_11255	1	0
Cluster_11256	1	0
Cluster_11257	1	0
Cluster_11258	1	0
Cluster_11259	1	0
Cluster_11260	1	0
Cluster_11261	1	0
Cluster_11262	1	0
Cluster_11263	1	0
Cluster_11264	1	0
Cluster_11265	1	0
Cluster_11266	1	0
Cluster_11267	1	0
Cluster_11268	1	0
Cluster_11269	1	0
Cluster_11270	1	0
Cluster_11271	1	0
Cluster_11272	1	0
Cluster_11273	1	0
Cluster_11274	1	0
Cluster_11275	1	0
Cluster_11276	1	0
Cluster_11277	1	0
Cluster_11278	1	0
Cluster_11279	1	0
Cluster_11280	1	0
Cluster_11281	1	0
Cluster_11282	1	0
Cluster_11283	1	0
Cluster_11284	1	0
Cluster_11285	1	0
Cluster_11286	1	0
Cluster_11287	1	0
Cluster_11288	1	0
Cluster_11289	1	0
Cluster_11290	1	0
Cluster_11291	1	0
Cluster_11292	1	0
Cluster_11293	1	0
Cluster_11294	1	0
Cluster_11295	1	0
Cluster_11296	1	0
Cluster_11297	1	0
Cluster_11298	1	0
Cluster_11299	1	0
Cluster_11300	1	0
Cluster_11301	1	0
Cluster_11302	1	0
Cluster_11303	1	0
Cluster_11304	1	0
Cluster_11305	1	0
Cluster_11306	1	0
Cluster_11307	1	0
Cluster_11308	1	0
Cluster_11309	1	0
Cluster_11310	1	0
Cluster_11311	1	0
Cluster_11312	1	0
Cluster_11313	1	0
Cluster_11314	1	0
Cluster_11315	1	0
Cluster_11316	1	0
Cluster_11317	1	0
Cluster_11318	1	0
Cluster_11319	1	0
Cluster_11320	1	0
Cluster_11321	1	0
Cluster_11322	1	0
Cluster_11323	1	0
Cluster_11324	3	0
Cluster_11325	1	0
Cluster_11326	1	0
Cluster_11327	1	0
Cluster_11328	1	0
Cluster_11329	1	0
Cluster_11330	1	0
Cluster_11331	1	0
Cluster_11332	1	0
Cluster_11333	1	0
Cluster_11334	1	0
Cluster_11335	1	0
Cluster_11336	1	0
Cluster_11337	1	0
Cluster_11338	1	0
Cluster_11339	1	0
Cluster_11340	1	0
Cluster_11341	1	0
Cluster_11342	1	0
Cluster_11343	1	0
Cluster_11344	1	0
Cluster_11345	1	0
Cluster_11346	1	0
Cluster_11347	1	0
Cluster_11348	1	0
Cluster_11349	1	0
Cluster_11350	1	0
Cluster_11351	1	0
Cluster_11352	1	0
Cluster_11353	1	0
Cluster_11354	1	0
Cluster_11355	1	0
Cluster_11356	1	0
Cluster_11357	1	0
Cluster_11358	1	0
Cluster_11359	1	0
Cluster_11360	1	0
Cluster_11361	1	0
Cluster_11362	1	0
Cluster_11363	1	0
Cluster_11364	1	0
Cluster_11365	1	0
Cluster_11366	1	0
Cluster_11367	1	0
Cluster_11368	1	0
Cluster_11369	1	0
Cluster_11370	1	0
Cluster_11371	1	0
Cluster_11372	1	0
Cluster_11373	1	0
Cluster_11374	1	0
Cluster_11375	2	0
Cluster_11376	1	0
Cluster_11377	1	0
Cluster_11378	1	0
Cluster_11379	1	0
Cluster_11380	1	0
Cluster_11381	1	0
Cluster_11382	1	0
Cluster_11383	1	0
Cluster_11384	1	0
Cluster_11385	1	0
Cluster_11386	1	0
Cluster_11387	1	0
Cluster_11388	1	0
Cluster_11389	1	0
Cluster_11390	1	0
Cluster_11391	1	0
Cluster_11392	1	0
Cluster_11393	1	0
Cluster_11394	1	0
Cluster_11395	1	0
Cluster_11396	1	0
Cluster_11397	1	0
Cluster_11398	1	0
Cluster_11399	1	0
Cluster_11400	1	0
Cluster_11401	1	0
Cluster_11402	1	0
Cluster_11403	1	0
Cluster_11404	1	0
Cluster_11405	1	0
Cluster_11406	1	0
Cluster_11407	1	0
Cluster_11408	1	0
Cluster_11409	1	0
Cluster_11410	1	0
Cluster_11411	1	0
Cluster_11412	1	0
Cluster_11413	1	0
Cluster_11414	1	0
Cluster_11415	1	0
Cluster_11416	1	0
Cluster_11417	1	0
Cluster_11418	1	0
Cluster_11419	1	0
Cluster_11420	1	0
Cluster_11421	1	0
Cluster_11422	2	0
Cluster_11423	1	0
Cluster_11424	1	0
Cluster_11425	1	0
Cluster_11426	1	0
Cluster_11427	1	0
Cluster_11428	1	0
Cluster_11429	1	0
Cluster_11430	1	0
Cluster_11431	1	0
Cluster_11432	1	0
Cluster_11433	1	0
Cluster_11434	1	0
Cluster_11435	1	0
Cluster_11436	1	0
Cluster_11437	1	0
Cluster_11438	1	0
Cluster_11439	1	0
Cluster_11440	1	0
Cluster_11441	1	0
Cluster_11442	1	0
Cluster_11443	1	0
Cluster_11444	1	0
Cluster_11445	1	0
Cluster_11446	1	0
Cluster_11447	1	0
Cluster_11448	1	0
Cluster_11449	1	0
Cluster_11450	1	0
Cluster_11451	1	0
Cluster_11452	1	0
Cluster_11453	1	0
Cluster_11454	1	0
Cluster_11455	1	0
Cluster_11456	1	0
Cluster_11457	1	0
Cluster_11458	1	0
Cluster_11459	1	0
Cluster_11460	1	0
Cluster_11461	1	0
Cluster_11462	1	0
Cluster_11463	1	0
Cluster_11464	1	0
Cluster_11465	1	0
Cluster_11466	1	0
Cluster_11467	1	0
Cluster_11468	1	0
Cluster_11469	1	0
Cluster_11470	1	0
Cluster_11471	1	0
Cluster_11472	1	0
Cluster_11473	1	0
Cluster_11474	1	0
Cluster_11475	1	0
Cluster_11476	1	0
Cluster_11477	1	0
Cluster_11478	1	0
Cluster_11479	1	0
Cluster_11480	1	0
Cluster_11481	1	0
Cluster_11482	1	0
Cluster_11483	1	0
Cluster_11484	1	0
Cluster_11485	1	0
Cluster_11486	1	0
Cluster_11487	1	0
Cluster_11488	1	0
Cluster_11489	1	0
Cluster_11490	1	0
Cluster_11491	1	0
Cluster_11492	1	0
Cluster_11493	1	0
Cluster_11494	1	0
Cluster_11495	1	0
Cluster_11496	1	0
Cluster_11497	1	0
Cluster_11498	1	0
Cluster_11499	1	0
Cluster_11500	1	0
Cluster_11501	1	0
Cluster_11502	1	0
Cluster_11503	1	0
Cluster_11504	1	0
Cluster_11505	1	0
Cluster_11506	1	0
Cluster_11507	1	0
Cluster_11508	1	0
Cluster_11509	1	0
Cluster_11510	1	0
Cluster_11511	1	0
Cluster_11512	1	0
Cluster_11513	2	0
Cluster_11514	1	0
Cluster_11515	1	0
Cluster_11516	1	0
Cluster_11517	1	0
Cluster_11518	1	0
Cluster_11519	1	0
Cluster_11520	1	0
Cluster_11521	1	0
Cluster_11522	1	0
Cluster_11523	1	0
Cluster_11524	1	0
Cluster_11525	1	0
Cluster_11526	1	0
Cluster_11527	1	0
Cluster_11528	1	0
Cluster_11529	1	0
Cluster_11530	1	0
Cluster_11531	1	0
Cluster_11532	1	0
Cluster_11533	1	0
Cluster_11534	1	0
Cluster_11535	1	0
Cluster_11536	1	0
Cluster_11537	1	0
Cluster_11538	1	0
Cluster_11539	1	0
Cluster_11540	1	0
Cluster_11541	1	0
Cluster_11542	1	0
Cluster_11543	1	0
Cluster_11544	2	0
Cluster_11545	1	0
Cluster_11546	1	0
Cluster_11547	1	0
Cluster_11548	1	0
Cluster_11549	1	0
Cluster_11550	1	0
Cluster_11551	1	0
Cluster_11552	1	0
Cluster_11553	1	0
Cluster_11554	1	0
Cluster_11555	1	0
Cluster_11556	1	0
Cluster_11557	1	0
Cluster_11558	1	0
Cluster_11559	1	0
Cluster_11560	1	0
Cluster_11561	1	0
Cluster_11562	1	0
Cluster_11563	1	0
Cluster_11564	1	0
Cluster_11565	1	0
Cluster_11566	1	0
Cluster_11567	1	0
Cluster_11568	1	0
Cluster_11569	1	0
Cluster_11570	1	0
Cluster_11571	1	0
Cluster_11572	1	0
Cluster_11573	1	0
Cluster_11574	1	0
Cluster_11575	2	0
Cluster_11576	1	0
Cluster_11577	1	0
Cluster_11578	1	0
Cluster_11579	1	0
Cluster_11580	1	0
Cluster_11581	1	0
Cluster_11582	1	0
Cluster_11583	1	0
Cluster_11584	1	0
Cluster_11585	1	0
Cluster_11586	1	0
Cluster_11587	1	0
Cluster_11588	1	0
Cluster_11589	2	0
Cluster_11590	1	0
Cluster_11591	1	0
Cluster_11592	1	0
Cluster_11593	1	0
Cluster_11594	1	0
Cluster_11595	1	0
Cluster_11596	1	0
Cluster_11597	1	0
Cluster_11598	1	0
Cluster_11599	1	0
Cluster_11600	1	0
Cluster_11601	1	0
Cluster_11602	1	0
Cluster_11603	1	0
Cluster_11604	1	0
Cluster_11605	1	0
Cluster_11606	1	0
Cluster_11607	1	0
Cluster_11608	1	0
Cluster_11609	1	0
Cluster_11610	1	0
Cluster_11611	1	0
Cluster_11612	1	0
Cluster_11613	1	0
Cluster_11614	1	0
Cluster_11615	1	0
Cluster_11616	1	0
Cluster_11617	1	0
Cluster_11618	1	0
Cluster_11619	1	0
Cluster_11620	1	0
Cluster_11621	2	0
Cluster_11622	1	0
Cluster_11623	1	0
Cluster_11624	1	0
Cluster_11625	1	0
Cluster_11626	1	0
Cluster_11627	1	0
Cluster_11628	1	0
Cluster_11629	1	0
Cluster_11630	1	0
Cluster_11631	1	0
Cluster_11632	1	0
Cluster_11633	1	0
Cluster_11634	1	0
Cluster_11635	3	0
Cluster_11636	1	0
Cluster_11637	4	0
Cluster_11638	1	0
Cluster_11639	1	0
Cluster_11640	1	0
Cluster_11641	1	0
Cluster_11642	1	0
Cluster_11643	1	0
Cluster_11644	1	0
Cluster_11645	1	0
Cluster_11646	1	0
Cluster_11647	1	0
Cluster_11648	1	0
Cluster_11649	1	0
Cluster_11650	1	0
Cluster_11651	1	0
Cluster_11652	1	0
Cluster_11653	1	0
Cluster_11654	1	0
Cluster_11655	1	0
Cluster_11656	1	0
Cluster_11657	3	0
Cluster_11658	1	0
Cluster_11659	1	0
Cluster_11660	1	0
Cluster_11661	1	0
Cluster_11662	1	0
Cluster_11663	1	0
Cluster_11664	1	0
Cluster_11665	2	0
Cluster_11666	1	0
Cluster_11667	1	0
Cluster_11668	1	0
Cluster_11669	1	0
Cluster_11670	1	0
Cluster_11671	2	0
Cluster_11672	1	0
Cluster_11673	1	0
Cluster_11674	1	0
Cluster_11675	1	0
Cluster_11676	1	0
Cluster_11677	1	0
Cluster_11678	1	0
Cluster_11679	1	0
Cluster_11680	1	0
Cluster_11681	1	0
Cluster_11682	1	0
Cluster_11683	1	0
Cluster_11684	1	0
Cluster_11685	1	0
Cluster_11686	1	0
Cluster_11687	1	0
Cluster_11688	1	0
Cluster_11689	1	0
Cluster_11690	1	0
Cluster_11691	1	0
Cluster_11692	1	0
Cluster_11693	1	0
Cluster_11694	1	0
Cluster_11695	1	0
Cluster_11696	1	0
Cluster_11697	1	0
Cluster_11698	1	0
Cluster_11699	1	0
Cluster_11700	1	0
Cluster_11701	1	0
Cluster_11702	1	0
Cluster_11703	1	0
Cluster_11704	1	0
Cluster_11705	1	0
Cluster_11706	1	0
Cluster_11707	1	0
Cluster_11708	1	0
Cluster_11709	1	0
Cluster_11710	1	0
Cluster_11711	1	0
Cluster_11712	1	0
Cluster_11713	1	0
Cluster_11714	1	0
Cluster_11715	1	0
Cluster_11716	1	0
Cluster_11717	1	0
Cluster_11718	1	0
Cluster_11719	1	0
Cluster_11720	1	0
Cluster_11721	1	0
Cluster_11722	1	0
Cluster_11723	1	0
Cluster_11724	1	0
Cluster_11725	1	0
Cluster_11726	1	0
Cluster_11727	1	0
Cluster_11728	1	0
Cluster_11729	1	0
Cluster_11730	1	0
Cluster_11731	1	0
Cluster_11732	1	0
Cluster_11733	1	0
Cluster_11734	1	0
Cluster_11735	1	0
Cluster_11736	1	0
Cluster_11737	1	0
Cluster_11738	1	0
Cluster_11739	1	0
Cluster_11740	1	0
Cluster_11741	1	0
Cluster_11742	1	0
Cluster_11743	1	0
Cluster_11744	1	0
Cluster_11745	1	0
Cluster_11746	1	0
Cluster_11747	1	0
Cluster_11748	1	0
Cluster_11749	1	0
Cluster_11750	1	0
Cluster_11751	1	0
Cluster_11752	1	0
Cluster_11753	1	0
Cluster_11754	1	0
Cluster_11755	1	0
Cluster_11756	1	0
Cluster_11757	1	0
Cluster_11758	1	0
Cluster_11759	1	0
Cluster_11760	1	0
Cluster_11761	1	0
Cluster_11762	1	0
Cluster_11763	1	0
Cluster_11764	1	0
Cluster_11765	1	0
Cluster_11766	1	0
Cluster_11767	1	0
Cluster_11768	1	0
Cluster_11769	1	0
Cluster_11770	1	0
Cluster_11771	1	0
Cluster_11772	1	0
Cluster_11773	1	0
Cluster_11774	1	0
Cluster_11775	1	0
Cluster_11776	1	0
Cluster_11777	1	0
Cluster_11778	1	0
Cluster_11779	1	0
Cluster_11780	1	0
Cluster_11781	1	0
Cluster_11782	1	0
Cluster_11783	1	0
Cluster_11784	1	0
Cluster_11785	1	0
Cluster_11786	1	0
Cluster_11787	1	0
Cluster_11788	1	0
Cluster_11789	1	0
Cluster_11790	1	0
Cluster_11791	1	0
Cluster_11792	1	0
Cluster_11793	1	0
Cluster_11794	1	0
Cluster_11795	1	0
Cluster_11796	1	0
Cluster_11797	1	0
Cluster_11798	1	0
Cluster_11799	1	0
Cluster_11800	1	0
Cluster_11801	1	0
Cluster_11802	1	0
Cluster_11803	1	0
Cluster_11804	1	0
Cluster_11805	1	0
Cluster_11806	1	0
Cluster_11807	1	0
Cluster_11808	1	0
Cluster_11809	1	0
Cluster_11810	1	0
Cluster_11811	1	0
Cluster_11812	1	0
Cluster_11813	1	0
Cluster_11814	1	0
Cluster_11815	1	0
Cluster_11816	1	0
Cluster_11817	1	0
Cluster_11818	1	0
Cluster_11819	1	0
Cluster_11820	1	0
Cluster_11821	1	0
Cluster_11822	1	0
Cluster_11823	1	0
