#observation_name	sampleA_R1	sampleB_R1
Cluster_7069	1	0
Cluster_7070	1	0
Cluster_7071	1	0
Cluster_7072	1	0
Cluster_7073	1	0
Cluster_7074	1	0
Cluster_7075	1	0
Cluster_7076	1	0
Cluster_7077	1	0
Cluster_7078	1	0
Cluster_7079	1	0
Cluster_7080	1	0
Cluster_7081	1	0
Cluster_7082	1	0
Cluster_7083	1	0
Cluster_7084	1	0
Cluster_7085	1	0
Cluster_7086	1	0
Cluster_7087	1	0
Cluster_7088	1	0
Cluster_7089	1	0
Cluster_7090	1	0
Cluster_7091	1	0
Cluster_7092	2	0
Cluster_7093	1	0
Cluster_7094	1	0
Cluster_7095	1	0
Cluster_7096	1	0
Cluster_7097	1	0
Cluster_7098	1	0
Cluster_7099	1	0
Cluster_7100	1	0
Cluster_7101	1	0
Cluster_7102	1	0
Cluster_7103	1	0
Cluster_7104	1	0
Cluster_7105	1	0
Cluster_7106	2	0
Cluster_7107	4	0
Cluster_7108	1	0
Cluster_7109	1	0
Cluster_7110	1	0
Cluster_7111	1	0
Cluster_7112	1	0
Cluster_7113	1	0
Cluster_7114	1	0
Cluster_7115	1	0
Cluster_7116	2	0
Cluster_7117	1	0
Cluster_7118	1	0
Cluster_7119	1	0
Cluster_7120	1	0
Cluster_7121	1	0
Cluster_7122	1	0
Cluster_7123	1	0
Cluster_7124	1	0
Cluster_7125	1	0
Cluster_7126	2	0
Cluster_7127	1	0
Cluster_7128	1	0
Cluster_7129	1	0
Cluster_7130	1	0
Cluster_7131	1	0
Cluster_7132	1	0
Cluster_7133	1	0
Cluster_7134	1	0
Cluster_7135	1	0
Cluster_7136	1	0
Cluster_7137	1	0
Cluster_7138	1	0
Cluster_7139	1	0
Cluster_7140	1	0
Cluster_7141	1	0
Cluster_7142	1	0
Cluster_7143	1	0
Cluster_7144	1	0
Cluster_7145	1	0
Cluster_7146	1	0
Cluster_7147	1	0
Cluster_7148	1	0
Cluster_7149	1	0
Cluster_7150	1	0
Cluster_7151	1	0
Cluster_7152	1	0
Cluster_7153	1	0
Cluster_7154	1	0
Cluster_7155	1	0
Cluster_7156	1	0
Cluster_7157	1	0
Cluster_7158	1	0
Cluster_7159	1	0
Cluster_7160	1	0
Cluster_7161	1	0
Cluster_7162	1	0
Cluster_7163	1	0
Cluster_7164	1	0
Cluster_7165	1	0
Cluster_7166	1	0
Cluster_7167	1	0
Cluster_7168	1	0
Cluster_7169	1	0
Cluster_7170	1	0
Cluster_7171	1	0
Cluster_7172	1	0
Cluster_7173	1	0
Cluster_7174	1	0
Cluster_7175	1	0
Cluster_7176	1	0
Cluster_7177	1	0
Cluster_7178	1	0
Cluster_7179	1	0
Cluster_7180	1	0
Cluster_7181	1	0
Cluster_7182	1	0
Cluster_7183	1	0
Cluster_7184	1	0
Cluster_7185	1	0
Cluster_7186	1	0
Cluster_7187	1	0
Cluster_7188	1	0
Cluster_7189	1	0
Cluster_7190	1	0
Cluster_7191	1	0
Cluster_7192	1	0
Cluster_7193	1	0
Cluster_7194	1	0
Cluster_7195	1	0
Cluster_7196	1	0
Cluster_7197	2	0
Cluster_7198	1	0
Cluster_7199	1	0
Cluster_7200	1	0
Cluster_7201	1	0
Cluster_7202	1	0
Cluster_7203	1	0
Cluster_7204	1	0
Cluster_7205	1	0
Cluster_7206	1	0
Cluster_7207	2	0
Cluster_7208	1	0
Cluster_7209	1	0
Cluster_7210	1	0
Cluster_7211	1	0
Cluster_7212	1	0
Cluster_7213	2	0
Cluster_7214	1	0
Cluster_7215	1	0
Cluster_7216	1	0
Cluster_7217	1	0
Cluster_7218	1	0
Cluster_7219	1	0
Cluster_7220	1	0
Cluster_7221	1	0
Cluster_7222	1	0
Cluster_7223	1	0
Cluster_7224	1	0
Cluster_7225	1	0
Cluster_7226	3	0
Cluster_7227	1	0
Cluster_7228	1	0
Cluster_7229	1	0
Cluster_7230	1	0
Cluster_7231	1	0
Cluster_7232	1	0
Cluster_7233	1	0
Cluster_7234	1	0
Cluster_7235	1	0
Cluster_7236	1	0
Cluster_7237	1	0
Cluster_7238	1	0
Cluster_7239	1	0
Cluster_7240	1	0
Cluster_7241	2	0
Cluster_7242	1	0
Cluster_7243	1	0
Cluster_7244	1	0
Cluster_7245	1	0
Cluster_7246	1	0
Cluster_7247	1	0
Cluster_7248	1	0
Cluster_7249	1	0
Cluster_7250	1	0
Cluster_7251	1	0
Cluster_7252	1	0
Cluster_7253	1	0
Cluster_7254	1	0
Cluster_7255	1	0
Cluster_7256	1	0
Cluster_7257	1	0
Cluster_7258	1	0
Cluster_7259	1	0
Cluster_7260	1	0
Cluster_7261	1	0
Cluster_7262	1	0
Cluster_7263	1	0
Cluster_7264	1	0
Cluster_7265	1	0
Cluster_7266	1	0
Cluster_7267	1	0
Cluster_7268	1	0
Cluster_7269	1	0
Cluster_7270	2	0
Cluster_7271	1	0
Cluster_7272	1	0
Cluster_7273	2	0
Cluster_7274	1	0
Cluster_7275	1	0
Cluster_7276	1	0
Cluster_7277	1	0
Cluster_7278	1	0
Cluster_7279	1	0
Cluster_7280	1	0
Cluster_7281	1	0
Cluster_7282	1	0
Cluster_7283	1	0
Cluster_7284	1	0
Cluster_7285	1	0
Cluster_7286	1	0
Cluster_7287	1	0
Cluster_7288	1	0
Cluster_7289	1	0
Cluster_7290	1	0
Cluster_7291	1	0
Cluster_7292	2	0
Cluster_7293	1	0
Cluster_7294	1	0
Cluster_7295	1	0
Cluster_7296	1	0
Cluster_7297	1	0
Cluster_7298	1	0
Cluster_7299	1	0
Cluster_7300	1	0
Cluster_7301	1	0
Cluster_7302	1	0
Cluster_7303	1	0
Cluster_7304	1	0
Cluster_7305	1	0
Cluster_7306	1	0
Cluster_7307	1	0
Cluster_7308	4	0
Cluster_7309	1	0
Cluster_7310	1	0
Cluster_7311	1	0
Cluster_7312	1	0
Cluster_7313	1	0
Cluster_7314	1	0
Cluster_7315	1	0
Cluster_7316	1	0
Cluster_7317	1	0
Cluster_7318	3	0
Cluster_7319	1	0
Cluster_7320	1	0
Cluster_7321	1	0
Cluster_7322	1	0
Cluster_7323	1	0
Cluster_7324	1	0
Cluster_7325	1	0
Cluster_7326	1	0
Cluster_7327	1	0
Cluster_7328	1	0
Cluster_7329	1	0
Cluster_7330	1	0
Cluster_7331	2	0
Cluster_7332	1	0
Cluster_7333	1	0
Cluster_7334	1	0
Cluster_7335	1	0
Cluster_7336	2	0
Cluster_7337	1	0
Cluster_7338	1	0
Cluster_7339	1	0
Cluster_7340	1	0
Cluster_7341	1	0
Cluster_7342	3	0
Cluster_7343	1	0
Cluster_7344	1	0
Cluster_7345	1	0
Cluster_7346	1	0
Cluster_7347	1	0
Cluster_7348	1	0
Cluster_7349	1	0
Cluster_7350	1	0
Cluster_7351	1	0
Cluster_7352	2	0
Cluster_7353	1	0
Cluster_7354	1	0
Cluster_7355	1	0
Cluster_7356	1	0
Cluster_7357	1	0
Cluster_7358	1	0
Cluster_7359	1	0
Cluster_7360	1	0
Cluster_7361	1	0
Cluster_7362	1	0
Cluster_7363	1	0
Cluster_7364	2	0
Cluster_7365	1	0
Cluster_7366	1	0
Cluster_7367	1	0
Cluster_7368	1	0
Cluster_7369	1	0
Cluster_7370	1	0
Cluster_7371	1	0
Cluster_7372	1	0
Cluster_7373	1	0
Cluster_7374	1	0
Cluster_7375	1	0
Cluster_7376	1	0
Cluster_7377	1	0
Cluster_7378	2	0
Cluster_7379	1	0
Cluster_7380	1	0
Cluster_7381	1	0
Cluster_7382	1	0
Cluster_7383	1	0
Cluster_7384	1	0
Cluster_7385	1	0
Cluster_7386	1	0
Cluster_7387	1	0
Cluster_7388	1	0
Cluster_7389	1	0
Cluster_7390	1	0
Cluster_7391	1	0
Cluster_7392	1	0
Cluster_7393	1	0
Cluster_7394	1	0
Cluster_7395	2	0
Cluster_7396	1	0
Cluster_7397	3	0
Cluster_7398	1	0
Cluster_7399	1	0
Cluster_7400	1	0
Cluster_7401	1	0
Cluster_7402	1	0
Cluster_7403	1	0
Cluster_7404	1	0
Cluster_7405	1	0
Cluster_7406	1	0
Cluster_7407	1	0
Cluster_7408	1	0
Cluster_7409	1	0
Cluster_7410	1	0
Cluster_7411	1	0
Cluster_7412	1	0
Cluster_7413	1	0
Cluster_7414	1	0
Cluster_7415	2	0
Cluster_7416	1	0
Cluster_7417	1	0
Cluster_7418	1	0
Cluster_7419	1	0
Cluster_7420	1	0
Cluster_7421	1	0
Cluster_7422	1	0
Cluster_7423	1	0
Cluster_7424	1	0
Cluster_7425	5	0
Cluster_7426	1	0
Cluster_7427	1	0
Cluster_7428	1	0
Cluster_7429	1	0
Cluster_7430	1	0
Cluster_7431	1	0
Cluster_7432	1	0
Cluster_7433	1	0
Cluster_7434	1	0
Cluster_7435	1	0
Cluster_7436	1	0
Cluster_7437	2	0
Cluster_7438	1	0
Cluster_7439	1	0
Cluster_7440	1	0
Cluster_7441	1	0
Cluster_7442	1	0
Cluster_7443	1	0
Cluster_7444	1	0
Cluster_7445	1	0
Cluster_7446	1	0
Cluster_7447	1	0
Cluster_7448	1	0
Cluster_7449	1	0
Cluster_7450	1	0
Cluster_7451	1	0
Cluster_7452	1	0
Cluster_7453	1	0
Cluster_7454	1	0
Cluster_7455	1	0
Cluster_7456	1	0
Cluster_7457	2	0
Cluster_7458	1	0
Cluster_7459	1	0
Cluster_7460	1	0
Cluster_7461	1	0
Cluster_7462	1	0
Cluster_7463	1	0
Cluster_7464	1	0
Cluster_7465	1	0
Cluster_7466	1	0
Cluster_7467	1	0
Cluster_7468	1	0
Cluster_7469	1	0
Cluster_7470	1	0
Cluster_7471	1	0
Cluster_7472	1	0
Cluster_7473	1	0
Cluster_7474	1	0
Cluster_7475	1	0
Cluster_7476	1	0
Cluster_7477	1	0
Cluster_7478	1	0
Cluster_7479	1	0
Cluster_7480	1	0
Cluster_7481	1	0
Cluster_7482	1	0
Cluster_7483	1	0
Cluster_7484	1	0
Cluster_7485	1	0
Cluster_7486	1	0
Cluster_7487	1	0
Cluster_7488	1	0
Cluster_7489	1	0
Cluster_7490	1	0
Cluster_7491	1	0
Cluster_7492	1	0
Cluster_7493	1	0
Cluster_7494	1	0
Cluster_7495	1	0
Cluster_7496	1	0
Cluster_7497	1	0
Cluster_7498	1	0
Cluster_7499	1	0
Cluster_7500	1	0
Cluster_7501	1	0
Cluster_7502	1	0
Cluster_7503	2	0
Cluster_7504	2	0
Cluster_7505	1	0
Cluster_7506	1	0
Cluster_7507	1	0
Cluster_7508	1	0
Cluster_7509	1	0
Cluster_7510	1	0
Cluster_7511	1	0
Cluster_7512	1	0
Cluster_7513	1	0
Cluster_7514	1	0
Cluster_7515	1	0
Cluster_7516	1	0
Cluster_7517	1	0
Cluster_7518	1	0
Cluster_7519	1	0
Cluster_7520	1	0
Cluster_7521	1	0
Cluster_7522	1	0
Cluster_7523	1	0
Cluster_7524	1	0
Cluster_7525	1	0
Cluster_7526	1	0
Cluster_7527	2	0
Cluster_7528	1	0
Cluster_7529	1	0
Cluster_7530	1	0
Cluster_7531	1	0
Cluster_7532	1	0
Cluster_7533	1	0
Cluster_7534	1	0
Cluster_7535	1	0
Cluster_7536	1	0
Cluster_7537	1	0
Cluster_7538	1	0
Cluster_7539	1	0
Cluster_7540	1	0
Cluster_7541	1	0
Cluster_7542	1	0
Cluster_7543	1	0
Cluster_7544	1	0
Cluster_7545	1	0
Cluster_7546	1	0
Cluster_7547	2	0
Cluster_7548	1	0
Cluster_7549	1	0
Cluster_7550	1	0
Cluster_7551	1	0
Cluster_7552	1	0
Cluster_7553	1	0
Cluster_7554	1	0
Cluster_7555	1	0
Cluster_7556	1	0
Cluster_7557	1	0
Cluster_7558	4	0
Cluster_7559	1	0
Cluster_7560	1	0
Cluster_7561	2	0
Cluster_7562	1	0
Cluster_7563	1	0
Cluster_7564	1	0
Cluster_7565	1	0
Cluster_7566	1	0
Cluster_7567	1	0
Cluster_7568	1	0
Cluster_7569	1	0
Cluster_7570	1	0
Cluster_7571	1	0
Cluster_7572	4	0
Cluster_7573	1	0
Cluster_7574	1	0
Cluster_7575	1	0
Cluster_7576	1	0
Cluster_7577	1	0
Cluster_7578	1	0
Cluster_7579	1	0
Cluster_7580	1	0
Cluster_7581	1	0
Cluster_7582	1	0
Cluster_7583	1	0
Cluster_7584	1	0
Cluster_7585	1	0
Cluster_7586	1	0
Cluster_7587	1	0
Cluster_7588	1	0
Cluster_7589	1	0
Cluster_7590	2	0
Cluster_7591	1	0
Cluster_7592	1	0
Cluster_7593	1	0
Cluster_7594	1	0
Cluster_7595	1	0
Cluster_7596	1	0
Cluster_7597	1	0
Cluster_7598	1	0
Cluster_7599	1	0
Cluster_7600	1	0
Cluster_7601	1	0
Cluster_7602	1	0
Cluster_7603	1	0
Cluster_7604	1	0
Cluster_7605	1	0
Cluster_7606	1	0
Cluster_7607	3	0
Cluster_7608	1	0
Cluster_7609	1	0
Cluster_7610	1	0
Cluster_7611	1	0
Cluster_7612	1	0
Cluster_7613	1	0
Cluster_7614	1	0
Cluster_7615	1	0
Cluster_7616	2	0
Cluster_7617	1	0
Cluster_7618	1	0
Cluster_7619	1	0
Cluster_7620	1	0
Cluster_7621	1	0
Cluster_7622	1	0
Cluster_7623	1	0
Cluster_7624	1	0
Cluster_7625	1	0
Cluster_7626	1	0
Cluster_7627	1	0
Cluster_7628	1	0
Cluster_7629	1	0
Cluster_7630	1	0
Cluster_7631	1	0
Cluster_7632	1	0
Cluster_7633	1	0
Cluster_7634	1	0
Cluster_7635	1	0
Cluster_7636	1	0
Cluster_7637	1	0
Cluster_7638	1	0
Cluster_7639	1	0
Cluster_7640	1	0
Cluster_7641	1	0
Cluster_7642	1	0
Cluster_7643	1	0
Cluster_7644	1	0
Cluster_7645	1	0
Cluster_7646	1	0
Cluster_7647	2	0
Cluster_7648	1	0
Cluster_7649	1	0
Cluster_7650	1	0
Cluster_7651	1	0
Cluster_7652	1	0
Cluster_7653	1	0
Cluster_7654	1	0
Cluster_7655	1	0
Cluster_7656	1	0
Cluster_7657	1	0
Cluster_7658	1	0
Cluster_7659	1	0
Cluster_7660	2	0
Cluster_7661	1	0
Cluster_7662	2	0
Cluster_7663	1	0
Cluster_7664	1	0
Cluster_7665	1	0
Cluster_7666	1	0
Cluster_7667	1	0
Cluster_7668	1	0
Cluster_7669	1	0
Cluster_7670	1	0
Cluster_7671	1	0
Cluster_7672	1	0
Cluster_7673	1	0
Cluster_7674	1	0
Cluster_7675	1	0
Cluster_7676	1	0
Cluster_7677	1	0
Cluster_7678	1	0
Cluster_7679	1	0
Cluster_7680	1	0
Cluster_7681	1	0
Cluster_7682	1	0
Cluster_7683	1	0
Cluster_7684	1	0
Cluster_7685	1	0
Cluster_7686	1	0
Cluster_7687	1	0
Cluster_7688	2	0
Cluster_7689	1	0
Cluster_7690	1	0
Cluster_7691	1	0
Cluster_7692	1	0
Cluster_7693	1	0
Cluster_7694	1	0
Cluster_7695	1	0
Cluster_7696	1	0
Cluster_7697	1	0
Cluster_7698	1	0
Cluster_7699	1	0
Cluster_7700	1	0
Cluster_7701	1	0
Cluster_7702	1	0
Cluster_7703	1	0
Cluster_7704	1	0
Cluster_7705	1	0
Cluster_7706	1	0
Cluster_7707	1	0
Cluster_7708	1	0
Cluster_7709	1	0
Cluster_7710	1	0
Cluster_7711	1	0
Cluster_7712	1	0
Cluster_7713	1	0
Cluster_7714	1	0
Cluster_7715	1	0
Cluster_7716	1	0
Cluster_7717	1	0
Cluster_7718	1	0
Cluster_7719	1	0
Cluster_7720	1	0
Cluster_7721	1	0
Cluster_7722	1	0
Cluster_7723	1	0
Cluster_7724	1	0
Cluster_7725	1	0
Cluster_7726	1	0
Cluster_7727	1	0
Cluster_7728	1	0
Cluster_7729	3	0
Cluster_7730	1	0
Cluster_7731	2	0
Cluster_7732	1	0
Cluster_7733	1	0
Cluster_7734	1	0
Cluster_7735	1	0
Cluster_7736	1	0
Cluster_7737	1	0
Cluster_7738	1	0
Cluster_7739	1	0
Cluster_7740	1	0
Cluster_7741	1	0
Cluster_7742	1	0
Cluster_7743	1	0
Cluster_7744	1	0
Cluster_7745	2	0
Cluster_7746	1	0
Cluster_7747	1	0
Cluster_7748	2	0
Cluster_7749	1	0
Cluster_7750	1	0
Cluster_7751	1	0
Cluster_7752	1	0
Cluster_7753	1	0
Cluster_7754	1	0
Cluster_7755	1	0
Cluster_7756	1	0
Cluster_7757	1	0
Cluster_7758	1	0
Cluster_7759	1	0
Cluster_7760	1	0
Cluster_7761	1	0
Cluster_7762	1	0
Cluster_7763	1	0
Cluster_7764	1	0
Cluster_7765	1	0
Cluster_7766	1	0
Cluster_7767	1	0
Cluster_7768	1	0
Cluster_7769	1	0
Cluster_7770	1	0
Cluster_7771	1	0
Cluster_7772	1	0
Cluster_7773	1	0
Cluster_7774	1	0
Cluster_7775	1	0
Cluster_7776	1	0
Cluster_7777	1	0
Cluster_7778	1	0
Cluster_7779	2	0
Cluster_7780	1	0
Cluster_7781	1	0
Cluster_7782	1	0
Cluster_7783	1	0
Cluster_7784	3	0
Cluster_7785	1	0
Cluster_7786	1	0
Cluster_7787	1	0
Cluster_7788	1	0
Cluster_7789	1	0
Cluster_7790	1	0
Cluster_7791	1	0
Cluster_7792	1	0
Cluster_7793	1	0
Cluster_7794	1	0
Cluster_7795	1	0
Cluster_7796	1	0
Cluster_7797	1	0
Cluster_7798	1	0
Cluster_7799	4	0
Cluster_7800	1	0
Cluster_7801	1	0
Cluster_7802	1	0
Cluster_7803	1	0
Cluster_7804	1	0
Cluster_7805	1	0
Cluster_7806	1	0
Cluster_7807	1	0
Cluster_7808	1	0
Cluster_7809	1	0
Cluster_7810	1	0
Cluster_7811	1	0
Cluster_7812	1	0
Cluster_7813	1	0
Cluster_7814	1	0
Cluster_7815	1	0
Cluster_7816	1	0
Cluster_7817	1	0
Cluster_7818	1	0
Cluster_7819	1	0
Cluster_7820	1	0
Cluster_7821	1	0
Cluster_7822	1	0
Cluster_7823	1	0
Cluster_7824	1	0
Cluster_7825	1	0
Cluster_7826	1	0
Cluster_7827	1	0
Cluster_7828	1	0
Cluster_7829	1	0
Cluster_7830	1	0
Cluster_7831	1	0
Cluster_7832	1	0
Cluster_7833	1	0
Cluster_7834	1	0
Cluster_7835	1	0
Cluster_7836	1	0
Cluster_7837	1	0
Cluster_7838	1	0
Cluster_7839	1	0
Cluster_7840	1	0
Cluster_7841	1	0
Cluster_7842	1	0
Cluster_7843	1	0
Cluster_7844	1	0
Cluster_7845	1	0
Cluster_7846	2	0
Cluster_7847	1	0
Cluster_7848	1	0
Cluster_7849	1	0
Cluster_7850	1	0
Cluster_7851	1	0
Cluster_7852	1	0
Cluster_7853	1	0
Cluster_7854	1	0
Cluster_7855	1	0
Cluster_7856	1	0
Cluster_7857	1	0
Cluster_7858	1	0
Cluster_7859	1	0
Cluster_7860	1	0
Cluster_7861	1	0
Cluster_7862	1	0
Cluster_7863	1	0
Cluster_7864	1	0
Cluster_7865	1	0
Cluster_7866	1	0
Cluster_7867	1	0
Cluster_7868	1	0
Cluster_7869	1	0
Cluster_7870	1	0
Cluster_7871	1	0
Cluster_7872	1	0
Cluster_7873	1	0
Cluster_7874	1	0
Cluster_7875	1	0
Cluster_7876	1	0
Cluster_7877	1	0
Cluster_7878	1	0
Cluster_7879	1	0
Cluster_7880	1	0
Cluster_7881	1	0
Cluster_7882	1	0
Cluster_7883	1	0
Cluster_7884	1	0
Cluster_7885	1	0
Cluster_7886	1	0
Cluster_7887	1	0
Cluster_7888	1	0
Cluster_7889	1	0
Cluster_7890	1	0
Cluster_7891	1	0
Cluster_7892	1	0
Cluster_7893	1	0
Cluster_7894	1	0
Cluster_7895	1	0
Cluster_7896	1	0
Cluster_7897	1	0
Cluster_7898	1	0
Cluster_7899	1	0
Cluster_7900	1	0
Cluster_7901	1	0
Cluster_7902	1	0
Cluster_7903	1	0
Cluster_7904	1	0
Cluster_7905	1	0
Cluster_7906	1	0
Cluster_7907	1	0
Cluster_7908	1	0
Cluster_7909	1	0
Cluster_7910	1	0
Cluster_7911	1	0
Cluster_7912	1	0
Cluster_7913	1	0
Cluster_7914	1	0
Cluster_7915	1	0
Cluster_7916	1	0
Cluster_7917	1	0
Cluster_7918	1	0
Cluster_7919	1	0
Cluster_7920	1	0
Cluster_7921	3	0
Cluster_7922	1	0
Cluster_7923	1	0
Cluster_7924	1	0
Cluster_7925	1	0
Cluster_7926	3	0
Cluster_7927	1	0
Cluster_7928	1	0
Cluster_7929	1	0
Cluster_7930	1	0
Cluster_7931	1	0
Cluster_7932	1	0
Cluster_7933	1	0
Cluster_7934	1	0
Cluster_7935	1	0
Cluster_7936	1	0
Cluster_7937	2	0
Cluster_7938	1	0
Cluster_7939	1	0
Cluster_7940	1	0
Cluster_7941	1	0
Cluster_7942	1	0
Cluster_7943	1	0
Cluster_7944	1	0
Cluster_7945	1	0
Cluster_7946	1	0
Cluster_7947	1	0
Cluster_7948	1	0
Cluster_7949	1	0
Cluster_7950	2	0
Cluster_7951	1	0
Cluster_7952	1	0
Cluster_7953	1	0
Cluster_7954	1	0
Cluster_7955	2	0
Cluster_7956	1	0
Cluster_7957	1	0
Cluster_7958	1	0
Cluster_7959	1	0
Cluster_7960	1	0
Cluster_7961	1	0
Cluster_7962	1	0
Cluster_7963	1	0
Cluster_7964	1	0
Cluster_7965	3	0
Cluster_7966	1	0
Cluster_7967	1	0
Cluster_7968	1	0
Cluster_7969	1	0
Cluster_7970	1	0
Cluster_7971	1	0
Cluster_7972	1	0
Cluster_7973	1	0
Cluster_7974	1	0
Cluster_7975	2	0
Cluster_7976	1	0
Cluster_7977	1	0
Cluster_7978	1	0
Cluster_7979	1	0
Cluster_7980	1	0
Cluster_7981	1	0
Cluster_7982	1	0
Cluster_7983	1	0
Cluster_7984	1	0
Cluster_7985	2	0
Cluster_7986	1	0
Cluster_7987	1	0
Cluster_7988	1	0
Cluster_7989	1	0
Cluster_7990	1	0
Cluster_7991	1	0
Cluster_7992	1	0
Cluster_7993	1	0
Cluster_7994	1	0
Cluster_7995	1	0
Cluster_7996	1	0
Cluster_7997	1	0
Cluster_7998	1	0
Cluster_7999	1	0
Cluster_8000	1	0
Cluster_8001	1	0
Cluster_8002	1	0
Cluster_8003	1	0
Cluster_8004	1	0
Cluster_8005	1	0
Cluster_8006	1	0
Cluster_8007	1	0
Cluster_8008	1	0
Cluster_8009	1	0
Cluster_8010	1	0
Cluster_8011	1	0
Cluster_8012	1	0
Cluster_8013	1	0
Cluster_8014	1	0
Cluster_8015	3	0
Cluster_8016	1	0
Cluster_8017	1	0
Cluster_8018	1	0
Cluster_8019	1	0
Cluster_8020	2	0
Cluster_8021	4	0
Cluster_8022	1	0
Cluster_8023	1	0
Cluster_8024	1	0
Cluster_8025	1	0
Cluster_8026	1	0
Cluster_8027	1	0
Cluster_8028	1	0
Cluster_8029	1	0
Cluster_8030	1	0
Cluster_8031	1	0
Cluster_8032	3	0
Cluster_8033	1	0
Cluster_8034	1	0
Cluster_8035	1	0
Cluster_8036	1	0
Cluster_8037	1	0
Cluster_8038	1	0
Cluster_8039	1	0
Cluster_8040	1	0
Cluster_8041	1	0
Cluster_8042	1	0
Cluster_8043	1	0
Cluster_8044	1	0
Cluster_8045	1	0
Cluster_8046	1	0
Cluster_8047	1	0
Cluster_8048	1	0
Cluster_8049	1	0
Cluster_8050	1	0
Cluster_8051	1	0
Cluster_8052	1	0
Cluster_8053	1	0
Cluster_8054	1	0
Cluster_8055	1	0
Cluster_8056	1	0
Cluster_8057	1	0
Cluster_8058	1	0
Cluster_8059	1	0
Cluster_8060	1	0
Cluster_8061	1	0
Cluster_8062	1	0
Cluster_8063	1	0
Cluster_8064	1	0
Cluster_8065	1	0
Cluster_8066	1	0
Cluster_8067	1	0
Cluster_8068	1	0
Cluster_8069	1	0
Cluster_8070	1	0
Cluster_8071	1	0
Cluster_8072	1	0
Cluster_8073	1	0
Cluster_8074	1	0
Cluster_8075	1	0
Cluster_8076	1	0
Cluster_8077	1	0
Cluster_8078	1	0
Cluster_8079	1	0
Cluster_8080	1	0
Cluster_8081	1	0
Cluster_8082	1	0
Cluster_8083	1	0
Cluster_8084	1	0
Cluster_8085	1	0
Cluster_8086	1	0
Cluster_8087	1	0
Cluster_8088	1	0
Cluster_8089	1	0
Cluster_8090	1	0
Cluster_8091	1	0
Cluster_8092	1	0
Cluster_8093	1	0
Cluster_8094	2	0
Cluster_8095	1	0
Cluster_8096	1	0
Cluster_8097	1	0
Cluster_8098	1	0
Cluster_8099	1	0
Cluster_8100	1	0
Cluster_8101	4	0
Cluster_8102	1	0
Cluster_8103	1	0
Cluster_8104	1	0
Cluster_8105	1	0
Cluster_8106	1	0
Cluster_8107	1	0
Cluster_8108	1	0
Cluster_8109	1	0
Cluster_8110	1	0
Cluster_8111	1	0
Cluster_8112	1	0
Cluster_8113	1	0
Cluster_8114	1	0
Cluster_8115	1	0
Cluster_8116	1	0
Cluster_8117	1	0
Cluster_8118	1	0
Cluster_8119	1	0
Cluster_8120	1	0
Cluster_8121	1	0
Cluster_8122	1	0
Cluster_8123	1	0
Cluster_8124	1	0
Cluster_8125	1	0
Cluster_8126	1	0
Cluster_8127	1	0
Cluster_8128	1	0
Cluster_8129	1	0
Cluster_8130	2	0
Cluster_8131	1	0
Cluster_8132	1	0
Cluster_8133	1	0
Cluster_8134	1	0
Cluster_8135	1	0
Cluster_8136	1	0
Cluster_8137	1	0
Cluster_8138	1	0
Cluster_8139	2	0
Cluster_8140	1	0
Cluster_8141	1	0
Cluster_8142	1	0
Cluster_8143	1	0
Cluster_8144	1	0
Cluster_8145	1	0
Cluster_8146	1	0
Cluster_8147	1	0
Cluster_8148	1	0
Cluster_8149	1	0
Cluster_8150	1	0
Cluster_8151	1	0
Cluster_8152	1	0
Cluster_8153	1	0
Cluster_8154	1	0
Cluster_8155	1	0
Cluster_8156	1	0
Cluster_8157	1	0
Cluster_8158	1	0
Cluster_8159	1	0
Cluster_8160	1	0
Cluster_8161	1	0
Cluster_8162	1	0
Cluster_8163	1	0
Cluster_8164	2	0
Cluster_8165	1	0
Cluster_8166	1	0
Cluster_8167	1	0
Cluster_8168	1	0
Cluster_8169	1	0
Cluster_8170	1	0
Cluster_8171	1	0
Cluster_8172	1	0
Cluster_8173	1	0
Cluster_8174	1	0
Cluster_8175	1	0
Cluster_8176	1	0
Cluster_8177	1	0
Cluster_8178	1	0
Cluster_8179	1	0
Cluster_8180	1	0
Cluster_8181	1	0
Cluster_8182	1	0
Cluster_8183	1	0
Cluster_8184	1	0
Cluster_8185	1	0
Cluster_8186	1	0
Cluster_8187	1	0
Cluster_8188	2	0
Cluster_8189	1	0
Cluster_8190	1	0
Cluster_8191	1	0
Cluster_8192	1	0
Cluster_8193	1	0
Cluster_8194	1	0
Cluster_8195	1	0
Cluster_8196	1	0
Cluster_8197	3	0
Cluster_8198	1	0
Cluster_8199	1	0
Cluster_8200	1	0
Cluster_8201	1	0
Cluster_8202	1	0
Cluster_8203	1	0
Cluster_8204	1	0
Cluster_8205	1	0
Cluster_8206	2	0
Cluster_8207	1	0
Cluster_8208	1	0
Cluster_8209	1	0
Cluster_8210	1	0
Cluster_8211	1	0
Cluster_8212	1	0
Cluster_8213	1	0
Cluster_8214	4	0
Cluster_8215	1	0
Cluster_8216	1	0
Cluster_8217	1	0
Cluster_8218	1	0
Cluster_8219	1	0
Cluster_8220	1	0
Cluster_8221	1	0
Cluster_8222	1	0
Cluster_8223	3	0
Cluster_8224	1	0
Cluster_8225	1	0
Cluster_8226	1	0
Cluster_8227	1	0
Cluster_8228	1	0
Cluster_8229	1	0
Cluster_8230	1	0
Cluster_8231	1	0
Cluster_8232	1	0
