#id	sample1_ITS1	sample2_ITS1
M00842:223:000000000-B33D5:1:1106:16560:7802_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:17483:17765_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:26504:7460_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:22647:9408_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:18888:20566_ITS1	0	1
M00842:223:000000000-B33D5:1:1114:18988:23452_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:22585:14328_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:23209:22678_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:24952:6506_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:2598:10698_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:28064:11119_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:5539:6356_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:8126:2921_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:2526:10800_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:20509:4287_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:20329:8267_ITS1	0	2
M00842:223:000000000-B33D5:1:1110:9367:6909_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:10636:22437_ITS1	67	51
M00842:223:000000000-B33D5:1:1110:11477:10187_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:7354:8082_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:20184:18414_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:8082:19207_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:22368:23499_ITS1	0	3
M00842:223:000000000-B33D5:1:1107:25497:16880_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:22153:17365_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:17278:23575_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:16776:15819_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:2628:12570_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:23579:21258_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:10923:13381_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:22363:19819_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:6255:14219_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:12247:2786_ITS1	4	5
M00842:223:000000000-B33D5:1:1111:13378:19637_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:19884:6197_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:22778:24291_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:11656:24291_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:5928:4297_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:12842:16085_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:25326:14270_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:5102:7070_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:7391:4643_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:6176:15559_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:9627:4322_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:11363:15052_ITS1	5	6
M00842:223:000000000-B33D5:1:1106:20099:10169_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:13419:9559_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:19445:16870_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:3371:8856_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:9207:3902_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:12127:5798_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:8677:13254_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:8345:17327_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:4075:7001_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:28644:17627_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:2474:17171_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:20947:9686_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:28734:8876_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:7362:24251_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:25365:6702_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:13911:19452_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:22775:14624_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:20362:12347_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:21617:21304_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:3552:19903_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:23292:18698_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:21230:4504_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:19774:25181_ITS1	46	18
M00842:223:000000000-B33D5:1:1106:27325:13895_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:3697:10272_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:17540:10085_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:11075:18905_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:8501:16359_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:15440:18501_ITS1	0	2
M00842:223:000000000-B33D5:1:1107:4392:11367_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:18311:21884_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:6325:3977_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:4338:5773_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:27724:19200_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:25055:18782_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:28004:10488_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:27040:13900_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:4231:5242_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:8600:15579_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:17037:21596_ITS1	0	1
M00842:223:000000000-B33D5:1:1114:24738:14366_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:12230:5122_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:8344:21634_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:21167:14844_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:24542:16940_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:11168:17732_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:13557:9318_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:12306:11913_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:23152:7215_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:11371:4120_ITS1	6	1
M00842:223:000000000-B33D5:1:1101:9121:5332_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:16302:8021_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:4202:7658_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:20706:8581_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:6386:6371_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:25638:6136_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:19429:16403_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:3350:17082_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:18299:11092_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:14263:7337_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:11672:12772_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:17789:8204_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:6251:15992_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:8113:2530_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:5366:5153_ITS1	0	2
M00842:223:000000000-B33D5:1:1102:24193:19451_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:17109:22470_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:17432:3688_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:4285:14110_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:18167:21722_ITS1	26	23
M00842:223:000000000-B33D5:1:1105:9836:3015_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:16107:24262_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:21057:19257_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:7943:15701_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:6120:16769_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:24332:3033_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:3085:16001_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:5462:4669_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:8098:24618_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:23602:7582_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:22864:18881_ITS1	2	1
M00842:223:000000000-B33D5:1:1111:10505:22209_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:26208:22406_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:9598:16972_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:18666:23197_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:26292:11695_ITS1	1	0
M00842:223:000000000-B33D5:1:1114:7817:7245_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:18219:24822_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:4608:8486_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:7155:22526_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:22908:12476_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:5239:16680_ITS1	3	2
M00842:223:000000000-B33D5:1:1104:13956:13473_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:6435:23505_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:12480:6492_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:22259:9111_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:19821:21035_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:12921:16339_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:24146:24352_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:9652:24819_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:24752:21663_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:27611:6123_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:3048:8205_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:21807:3045_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:13416:12817_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:16849:16748_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:16279:12372_ITS1	4	7
M00842:223:000000000-B33D5:1:1105:13675:24072_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:29604:11605_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:11485:12579_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:2667:16861_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:28191:9488_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:5827:21915_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:2395:15825_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:6034:21923_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:20326:10417_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:5341:9175_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:10922:22732_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:21638:3083_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:9330:18916_ITS1	3	0
M00842:223:000000000-B33D5:1:1101:15681:3443_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:5491:7006_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:3051:16628_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:10622:10493_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:20904:2667_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:23111:2549_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:16819:2210_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:16149:6041_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:9156:20075_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:2017:11885_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:7296:23502_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:8370:6789_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:25507:3232_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:24519:8993_ITS1	1	1
M00842:223:000000000-B33D5:1:1113:11528:19628_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:5574:8172_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:28178:8045_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:6732:6663_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:5447:9898_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:20110:7788_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:23432:2939_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:15711:3079_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:18185:7927_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:13245:21492_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:19171:21326_ITS1	2	0
M00842:223:000000000-B33D5:1:1106:25787:12881_ITS1	84	99
M00842:223:000000000-B33D5:1:1104:14581:16381_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:9924:21227_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:16417:3328_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:16382:18632_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:25143:7118_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:14611:17030_ITS1	0	2
M00842:223:000000000-B33D5:1:1117:18098:6110_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:9834:23900_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:8444:5943_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:18618:3022_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:12412:25029_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:3541:13325_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:4860:13529_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:7392:7084_ITS1	0	1
M00842:223:000000000-B33D5:1:1114:26115:21094_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:26569:5607_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:21748:17786_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:19651:6494_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:5772:6406_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:12020:11350_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:5394:21619_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:8551:7477_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:11486:14004_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:5431:9861_ITS1	4	5
M00842:223:000000000-B33D5:1:1105:6106:9918_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:22238:3689_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:16814:6422_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:27719:20061_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:18943:24202_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:20260:3818_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:19573:2228_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:18943:3263_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:2785:10339_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:15626:15993_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:7255:18684_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:8834:17896_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:2299:10499_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:17256:7623_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:2631:12041_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:17258:2905_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:2239:11126_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:19216:3408_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:6496:10014_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:15970:12776_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:2039:13621_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:17902:22149_ITS1	5	13
M00842:223:000000000-B33D5:1:1106:16286:3567_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:14370:17368_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:25020:6654_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:22114:6864_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:19380:17270_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:8321:2533_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:2959:7893_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:8978:15695_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:9494:19023_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:14454:12803_ITS1	1	0
M00842:223:000000000-B33D5:1:1114:9310:12848_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:26968:13340_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:28558:8019_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:14979:2544_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:16011:3598_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:2186:11227_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:24255:11854_ITS1	7	4
M00842:223:000000000-B33D5:1:1108:6693:2896_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:2043:15713_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:20181:13629_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:7147:6650_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:11629:10699_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:21364:21445_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:10304:23140_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:7372:16883_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:8432:10606_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:22233:11041_ITS1	30	34
M00842:223:000000000-B33D5:1:1109:9500:19317_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:10012:21958_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:8117:2499_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:8751:20988_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:2422:14709_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:12743:16485_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:13651:23612_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:27860:19821_ITS1	1	2
M00842:223:000000000-B33D5:1:1112:28508:10684_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:2125:14021_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:25101:3372_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:15600:2451_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:10251:8577_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:24574:20382_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:25247:7416_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:16993:2455_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:2497:9072_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:22690:10368_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:15752:17734_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:3715:11509_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:19125:3151_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:4420:9292_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:19382:2778_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:3799:11034_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:14005:23371_ITS1	2	3
M00842:223:000000000-B33D5:1:1110:5773:20905_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:13833:9499_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:23681:2194_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:5582:7563_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:12557:13850_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:5694:6889_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:27042:6192_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:3626:6625_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:29279:16249_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:2126:16501_ITS1	5	6
M00842:223:000000000-B33D5:1:1105:3106:9427_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:5925:21092_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:4494:5427_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:2511:17591_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:2804:10293_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:18616:21411_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:3159:16631_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:23934:21659_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:6379:6382_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:19059:3602_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:12120:15409_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:9342:12374_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:4910:12514_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:16331:8556_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:8565:22437_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:10700:21662_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:10487:2762_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:7488:9115_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:21302:23290_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:6371:3337_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:16149:11559_ITS1	40	44
M00842:223:000000000-B33D5:1:1109:14438:5378_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:16125:22054_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:21791:13082_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:26329:6590_ITS1	0	6
M00842:223:000000000-B33D5:1:1115:23147:16055_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:16804:24623_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:3186:16214_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:26509:6264_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:3275:13488_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:18706:6361_ITS1	4	1
M00842:223:000000000-B33D5:1:1103:16761:7789_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:20043:14792_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:6653:5879_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:23047:3547_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:26368:5746_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:23578:21320_ITS1	1	3
M00842:223:000000000-B33D5:1:1119:24453:7077_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:20067:23672_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:22313:21750_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:5945:22528_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:8407:3609_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:26498:16634_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:4622:12932_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:11971:20900_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:20137:8009_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:26636:6038_ITS1	31	33
M00842:223:000000000-B33D5:1:1106:5178:15067_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:12102:19806_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:8441:15468_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:7960:23687_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:15774:12637_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:17425:17313_ITS1	1	1
M00842:223:000000000-B33D5:1:1108:9182:17301_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:12696:16239_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:27745:17940_ITS1	3	2
M00842:223:000000000-B33D5:1:1103:7718:14619_ITS1	0	1
M00842:223:000000000-B33D5:1:1114:5447:20630_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:23710:1780_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:21249:19679_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:23518:1831_FROGS_combined_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:7253:22792_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:13104:2903_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:24802:9063_ITS1	6	6
M00842:223:000000000-B33D5:1:1102:10038:18126_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:20922:4086_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:22176:24413_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:15187:13808_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:10010:8619_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:2718:12124_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:11106:21457_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:25422:11847_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:2971:17280_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:10949:10950_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:15090:20700_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:8708:6296_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:25320:23142_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:20924:14442_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:8938:14405_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:20642:14367_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:8358:4811_ITS1	70	78
M00842:223:000000000-B33D5:1:1110:3632:9815_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:6969:12734_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:19076:22454_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:13099:10211_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:24959:4902_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:29056:17163_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:4148:16893_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:12785:22271_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:22916:15124_ITS1	0	2
M00842:223:000000000-B33D5:1:1104:16637:7005_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:12186:23788_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:16755:3897_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:5996:14912_ITS1	1	0
M00842:223:000000000-B33D5:1:1114:16736:24606_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:6191:10494_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:9608:6457_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:10229:13497_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:27617:15390_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:13429:2635_ITS1	0	1
