#seed_id	observation_name	observation_sum	sampleA_R1	sampleB_R1
ERR619083.M00704:57:000000000-A5HJE:1:2112:14573:7407.1	Cluster_8794	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:12810:3357.1	Cluster_8795	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:18595:17391.1	Cluster_8796	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:5312:21562.1	Cluster_8797	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:9208:8499.1	Cluster_8798	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:20552:26212.1	Cluster_8799	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:7672:24145.1	Cluster_8800	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:4905:7526.1	Cluster_8801	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:19711:6487.1	Cluster_8802	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:5183:17204.1	Cluster_8803	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:6107:12321.1	Cluster_8804	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:4137:22783.1	Cluster_8805	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:8784:22550.1	Cluster_8806	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:3006:16555.1	Cluster_8807	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:5795:14826.1	Cluster_8808	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:8754:20230.1	Cluster_8809	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:23682:14492.1	Cluster_8810	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:26166:21370.1	Cluster_8811	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:20448:7876.1	Cluster_8812	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:26290:17900.1	Cluster_8813	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:9872:8794.1	Cluster_8814	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:26482:17040.1	Cluster_8815	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:7238:20426.1	Cluster_8816	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:8720:13998.1	Cluster_8817	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:8268:10853.1	Cluster_8818	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:9433:18820.1	Cluster_8819	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:12242:10348.1	Cluster_8820	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:15773:13099.1	Cluster_8821	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:19892:17140.1	Cluster_8822	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:17571:13612.1	Cluster_8823	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:14580:6775.1	Cluster_8824	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:20565:2318.1	Cluster_8825	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:15926:19068.1	Cluster_8826	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:21881:7019.1	Cluster_8827	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:24150:16177.1	Cluster_8828	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:15217:23921.1	Cluster_8829	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:23101:6715.1	Cluster_8830	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:4122:13340.1	Cluster_8831	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:15330:28564.1	Cluster_8832	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:15527:6792.1	Cluster_8833	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:9841:21834.1	Cluster_8834	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:4641:18209.1	Cluster_8835	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:11873:27818.1	Cluster_8836	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:23560:12318.1	Cluster_8837	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:18740:21901.1	Cluster_8838	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:24161:5503.1	Cluster_8839	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:8125:13105.1	Cluster_8840	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:25443:17286.1	Cluster_8841	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:20603:13900.1	Cluster_8842	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:25681:13574.1	Cluster_8843	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:23154:10777.1	Cluster_8844	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:24217:24113.1	Cluster_8845	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:24114:21577.1	Cluster_8846	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:10449:5433.1	Cluster_8847	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:16725:12683.1	Cluster_8848	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:18798:24369.1	Cluster_8849	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:10275:22442.1	Cluster_8850	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:11527:24593.1	Cluster_8851	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:20460:19260.1	Cluster_8852	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:4350:21468.1	Cluster_8853	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:13370:23451.1	Cluster_8854	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:15536:5014.1	Cluster_8855	3	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:9008:14802.1	Cluster_8856	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:21024:12357.1	Cluster_8857	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:3199:12919.1	Cluster_8858	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:16866:2245.1	Cluster_8859	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:16578:23702.1	Cluster_8860	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:21088:11088.1	Cluster_8861	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:19336:6498.1	Cluster_8862	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:12294:9012.1	Cluster_8863	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:6386:21344.1	Cluster_8864	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:10370:10042.1	Cluster_8865	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:17794:10908.1	Cluster_8866	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:13962:11538.1	Cluster_8867	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:15807:17177.1	Cluster_8868	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:23322:17443.1	Cluster_8869	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:10089:15828.1	Cluster_8870	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:27807:10045.1	Cluster_8871	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:14185:11633.1	Cluster_8872	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:18814:11748.1	Cluster_8873	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:27102:11972.1	Cluster_8874	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:10642:21136.1	Cluster_8875	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:4548:7506.1	Cluster_8876	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:16053:13077.1	Cluster_8877	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:14591:3272.1	Cluster_8878	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:27437:17757.1	Cluster_8879	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:19372:3736.1	Cluster_8880	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:12553:17868.1	Cluster_8881	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:2969:14373.1	Cluster_8882	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:11047:11723.1	Cluster_8883	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:16337:10483.1	Cluster_8884	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:7957:18597.1	Cluster_8885	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:11783:5020.1	Cluster_8886	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:20038:7161.1	Cluster_8887	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:14244:28770.1	Cluster_8888	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:23740:14376.1	Cluster_8889	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:10254:16575.1	Cluster_8890	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:10262:14026.1	Cluster_8891	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:4238:21084.1	Cluster_8892	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:11087:20398.1	Cluster_8893	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:20368:16963.1	Cluster_8894	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:7648:8132.1	Cluster_8895	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:4467:21838.1	Cluster_8896	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:27842:19019.1	Cluster_8897	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:20434:4360.1	Cluster_8898	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:20639:15477.1	Cluster_8899	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:14754:12182.1	Cluster_8900	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:23405:18689.1	Cluster_8901	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:2298:15346.1	Cluster_8902	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:8449:18772.1	Cluster_8903	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:19431:18425.1	Cluster_8904	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:15493:17798.1	Cluster_8905	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:19656:25759.1	Cluster_8906	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:7206:20651.1	Cluster_8907	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:17509:13303.1	Cluster_8908	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:28046:12610.1	Cluster_8909	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:14315:5491.1	Cluster_8910	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:16166:14851.1	Cluster_8911	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:9166:7672.1	Cluster_8912	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:17313:5043.1	Cluster_8913	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:28104:14426.1	Cluster_8914	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:15044:7230.1	Cluster_8915	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:23017:11987.1	Cluster_8916	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:24273:23616.1	Cluster_8917	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:11232:13553.1	Cluster_8918	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:4218:19564.1	Cluster_8919	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:3954:12229.1	Cluster_8920	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:22421:8551.1	Cluster_8921	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:28588:12025.1	Cluster_8922	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:10328:16997.1	Cluster_8923	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:2514:18256.1	Cluster_8924	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:3048:10453.1	Cluster_8925	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:27807:13432.1	Cluster_8926	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:21976:17896.1	Cluster_8927	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:23934:17195.1	Cluster_8928	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:21914:22437.1	Cluster_8929	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:11390:20235.1	Cluster_8930	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:15557:3450.1	Cluster_8931	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:13374:8516.1	Cluster_8932	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:9627:21072.1	Cluster_8933	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:11427:7998.1	Cluster_8934	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:27186:10922.1	Cluster_8935	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:7105:23578.1	Cluster_8936	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:16149:8551.1	Cluster_8937	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:10715:24738.1	Cluster_8938	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:23783:20238.1	Cluster_8939	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:18192:16497.1	Cluster_8940	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:16656:6393.1	Cluster_8941	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:27653:19705.1	Cluster_8942	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:26709:9241.1	Cluster_8943	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:6986:18053.1	Cluster_8944	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:25560:18114.1	Cluster_8945	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:7739:12379.1	Cluster_8946	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:13720:10613.1	Cluster_8947	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:15902:13683.1	Cluster_8948	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:11330:18984.1	Cluster_8949	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:9285:21193.1	Cluster_8950	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:21044:6778.1	Cluster_8951	3	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:8135:5531.1	Cluster_8952	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:14035:2859.1	Cluster_8953	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:2938:9623.1	Cluster_8954	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:26538:13234.1	Cluster_8955	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:25622:8855.1	Cluster_8956	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:9161:7558.1	Cluster_8957	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:27669:15709.1	Cluster_8958	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:17754:23365.1	Cluster_8959	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:5479:13582.1	Cluster_8960	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:14783:5855.1	Cluster_8961	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:13528:7817.1	Cluster_8962	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:24515:15909.1	Cluster_8963	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:12430:16978.1	Cluster_8964	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:7785:4949.1	Cluster_8965	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:24872:16663.1	Cluster_8966	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:3370:10581.1	Cluster_8967	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:4079:16952.1	Cluster_8968	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:19099:4120.1	Cluster_8969	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:4514:9869.1	Cluster_8970	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:4754:22850.1	Cluster_8971	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:7131:21999.1	Cluster_8972	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:8974:26043.1	Cluster_8973	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:4198:11990.1	Cluster_8974	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:7376:25654.1	Cluster_8975	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:23137:4917.1	Cluster_8976	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:28616:12780.1	Cluster_8977	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:13627:28546.1	Cluster_8978	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:22174:23407.1	Cluster_8979	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:21432:6172.1	Cluster_8980	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:29426:13831.1	Cluster_8981	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:13485:8465.1	Cluster_8982	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:29301:16477.1	Cluster_8983	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:26545:18043.1	Cluster_8984	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:4555:13307.1	Cluster_8985	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:13706:18146.1	Cluster_8986	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:3400:18524.1	Cluster_8987	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:27311:18695.1	Cluster_8988	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:9007:8980.1	Cluster_8989	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:23920:17464.1	Cluster_8990	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:11004:27979.1	Cluster_8991	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:26715:14899.1	Cluster_8992	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:24608:7863.1	Cluster_8993	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:21672:25993.1	Cluster_8994	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:7452:18177.1	Cluster_8995	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:13124:2465.1	Cluster_8996	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:8762:10856.1	Cluster_8997	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:3569:20462.1	Cluster_8998	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:11742:11352.1	Cluster_8999	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:5886:12682.1	Cluster_9000	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:22124:4853.1	Cluster_9001	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:14205:26806.1	Cluster_9002	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:10090:10143.1	Cluster_9003	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:26981:15281.1	Cluster_9004	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:17784:18727.1	Cluster_9005	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:9552:25278.1	Cluster_9006	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:28342:16943.1	Cluster_9007	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:23724:14071.1	Cluster_9008	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:18350:20345.1	Cluster_9009	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:15238:16729.1	Cluster_9010	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:9479:17300.1	Cluster_9011	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:21135:13148.1	Cluster_9012	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:21102:12146.1	Cluster_9013	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:25954:6784.1	Cluster_9014	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:10062:24694.1	Cluster_9015	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:25550:22032.1	Cluster_9016	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:17113:17462.1	Cluster_9017	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:9391:4897.1	Cluster_9018	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:6663:8436.1	Cluster_9019	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:23745:23586.1	Cluster_9020	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:26884:12500.1	Cluster_9021	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:25689:10114.1	Cluster_9022	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:23603:25316.1	Cluster_9023	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:25262:9452.1	Cluster_9024	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:22049:9528.1	Cluster_9025	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:21131:4907.1	Cluster_9026	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:19324:18964.1	Cluster_9027	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:26946:7855.1	Cluster_9028	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:22748:24082.1	Cluster_9029	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:18503:10856.1	Cluster_9030	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:14876:12140.1	Cluster_9031	3	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:17087:27114.1	Cluster_9032	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:24422:15401.1	Cluster_9033	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:12656:23144.1	Cluster_9034	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:5760:7665.1	Cluster_9035	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:5087:9464.1	Cluster_9036	3	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:19549:12879.1	Cluster_9037	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:14711:25006.1	Cluster_9038	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:18834:7967.1	Cluster_9039	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:11142:27673.1	Cluster_9040	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:28897:11461.1	Cluster_9041	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:25995:22126.1	Cluster_9042	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:29313:18215.1	Cluster_9043	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:15389:27158.1	Cluster_9044	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:19424:23999.1	Cluster_9045	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:6455:14356.1	Cluster_9046	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:18644:7002.1	Cluster_9047	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:25317:18334.1	Cluster_9048	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:13853:18709.1	Cluster_9049	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:3618:17853.1	Cluster_9050	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:13974:11265.1	Cluster_9051	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:16825:11879.1	Cluster_9052	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:20196:14105.1	Cluster_9053	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:2919:15268.1	Cluster_9054	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:10178:5662.1	Cluster_9055	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:11773:16285.1	Cluster_9056	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:10494:22574.1	Cluster_9057	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:16734:7867.1	Cluster_9058	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:7090:9367.1	Cluster_9059	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:17385:26790.1	Cluster_9060	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:11686:25186.1	Cluster_9061	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:6668:12344.1	Cluster_9062	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:7048:17926.1	Cluster_9063	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:18049:6509.1	Cluster_9064	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:23711:13495.1	Cluster_9065	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:11926:4686.1	Cluster_9066	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:18222:5071.1	Cluster_9067	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:21780:6626.1	Cluster_9068	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:21339:9195.1	Cluster_9069	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:13788:21537.1	Cluster_9070	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:24864:12269.1	Cluster_9071	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:5477:17831.1	Cluster_9072	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:24315:22511.1	Cluster_9073	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:27175:12419.1	Cluster_9074	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:9904:22911.1	Cluster_9075	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:12539:9019.1	Cluster_9076	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:9586:13455.1	Cluster_9077	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:11552:11557.1	Cluster_9078	1	1	0
