#seed_id	observation_name	observation_sum	sampleA_R1	sampleB_R1
ERR619083.M00704:57:000000000-A5HJE:1:2103:6517:14512.1	Cluster_288	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:27182:7590.1	Cluster_289	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:5795:23506.1	Cluster_290	9	9	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:14595:23737.1	Cluster_291	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:13596:18248.1	Cluster_292	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:20342:14636.1	Cluster_293	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:9762:11911.1	Cluster_294	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:17278:17577.1	Cluster_295	9	9	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:23104:14543.1	Cluster_296	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:11298:9429.1	Cluster_297	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:11131:22641.1	Cluster_298	17	17	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:11703:11484.1	Cluster_299	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:24630:19239.1	Cluster_300	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:12147:24111.1	Cluster_301	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:17562:21439.1	Cluster_302	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:21903:22157.1	Cluster_303	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:3137:19717.1	Cluster_304	14	14	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:24245:11031.1	Cluster_305	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:25253:21072.1	Cluster_306	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:5813:14597.1	Cluster_307	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:11771:27411.1	Cluster_308	16	16	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:8973:14439.1	Cluster_309	9	9	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:13820:2396.1	Cluster_310	31	31	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:17367:13274.1	Cluster_311	11	11	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:6438:9350.1	Cluster_312	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:19641:7656.1	Cluster_313	13	13	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:14675:8447.1	Cluster_314	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:8433:8473.1	Cluster_315	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:19615:11831.1	Cluster_316	9	9	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:4778:13050.1	Cluster_317	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:15947:18695.1	Cluster_318	17	17	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:10201:14346.1	Cluster_319	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:20062:10875.1	Cluster_320	19	19	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:4187:11761.1	Cluster_321	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:13961:11496.1	Cluster_322	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:6656:20018.1	Cluster_323	9	9	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:10905:14500.1	Cluster_324	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:25079:16046.1	Cluster_325	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:12177:25422.1	Cluster_326	16	16	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:9922:18920.1	Cluster_327	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:12380:11538.1	Cluster_328	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:21692:14509.1	Cluster_329	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:7869:22588.1	Cluster_330	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:27567:16342.1	Cluster_331	10	10	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:24229:16790.1	Cluster_332	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:17692:12937.1	Cluster_333	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:4843:16158.1	Cluster_334	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:24651:19571.1	Cluster_335	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:15136:10114.1	Cluster_336	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:3878:11128.1	Cluster_337	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:7061:24579.1	Cluster_338	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:11061:8422.1	Cluster_339	25	25	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:15681:9436.1	Cluster_340	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:10721:15839.1	Cluster_341	38	38	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:16575:21506.1	Cluster_342	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:11222:12593.1	Cluster_343	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:24403:9603.1	Cluster_344	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:26254:14810.1	Cluster_345	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:27501:13459.1	Cluster_346	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:15000:12540.1	Cluster_347	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:10638:24449.1	Cluster_348	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:13475:27887.1	Cluster_349	15	15	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:16866:14722.1	Cluster_350	23	23	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:20293:23167.1	Cluster_351	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:15477:22275.1	Cluster_352	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:21307:13103.1	Cluster_353	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:10948:13662.1	Cluster_354	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:2356:15116.1	Cluster_355	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:22052:20308.1	Cluster_356	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:14010:26708.1	Cluster_357	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:11662:10401.1	Cluster_358	10	10	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:8263:11049.1	Cluster_359	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:6715:12813.1	Cluster_360	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:7296:7822.1	Cluster_361	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:7948:16286.1	Cluster_362	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:10628:18333.1	Cluster_363	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:12267:12295.1	Cluster_364	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:22883:4769.1	Cluster_365	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:9353:11965.1	Cluster_366	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:14583:18016.1	Cluster_367	13	13	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:13467:8308.1	Cluster_368	9	9	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:15458:10513.1	Cluster_369	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:10495:22590.1	Cluster_370	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:4391:15176.1	Cluster_371	11	11	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:9315:16255.1	Cluster_372	13	13	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:12309:20140.1	Cluster_373	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:6217:8978.1	Cluster_374	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:14806:25672.1	Cluster_375	20	20	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:18906:15022.1	Cluster_376	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:18913:9082.1	Cluster_377	17	17	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:9654:16255.1	Cluster_378	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:16446:16872.1	Cluster_379	22	22	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:14937:23761.1	Cluster_380	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:4506:13723.1	Cluster_381	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:19216:8103.1	Cluster_382	34	34	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:18747:14201.1	Cluster_383	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:25221:16784.1	Cluster_384	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:26285:11390.1	Cluster_385	12	12	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:17565:23443.1	Cluster_386	10	10	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:17911:28743.1	Cluster_387	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:5071:13812.1	Cluster_388	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:9095:27521.1	Cluster_389	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:6186:11904.1	Cluster_390	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:16703:23153.1	Cluster_391	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:13204:13305.1	Cluster_392	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:5493:19825.1	Cluster_393	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:22002:12481.1	Cluster_394	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:24854:14262.1	Cluster_395	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:3977:15938.1	Cluster_396	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:16206:5435.1	Cluster_397	21	21	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:9524:16305.1	Cluster_398	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:14021:28737.1	Cluster_399	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:7246:16500.1	Cluster_400	10	10	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:13176:7882.1	Cluster_401	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:16836:28663.1	Cluster_402	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:8998:7909.1	Cluster_403	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:19989:9627.1	Cluster_404	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:10254:12390.1	Cluster_405	13	13	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:22354:22210.1	Cluster_406	15	15	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:13821:3227.1	Cluster_407	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:13858:19407.1	Cluster_408	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:10432:18984.1	Cluster_409	9	9	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:24889:11963.1	Cluster_410	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:12951:25179.1	Cluster_411	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:22602:25909.1	Cluster_412	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:6947:21212.1	Cluster_413	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:12214:12460.1	Cluster_414	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:9025:8581.1	Cluster_415	10	10	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:15888:18386.1	Cluster_416	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:16568:3660.1	Cluster_417	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:13804:18177.1	Cluster_418	17	17	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:9067:22690.1	Cluster_419	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:4500:19084.1	Cluster_420	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:16688:11202.1	Cluster_421	15	15	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:15910:24210.1	Cluster_422	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:24553:9777.1	Cluster_423	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:7254:19062.1	Cluster_424	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:18809:4797.1	Cluster_425	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:15824:15726.1	Cluster_426	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:9239:18446.1	Cluster_427	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:6690:10888.1	Cluster_428	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:16999:17556.1	Cluster_429	11	11	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:21673:16755.1	Cluster_430	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:14867:14319.1	Cluster_431	61	61	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:10748:23218.1	Cluster_432	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:12382:13895.1	Cluster_433	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:18351:15444.1	Cluster_434	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:10291:18462.1	Cluster_435	10	10	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:6701:24462.1	Cluster_436	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:13796:17392.1	Cluster_437	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:22412:25596.1	Cluster_438	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:12153:20480.1	Cluster_439	105	5	100
ERR619083.M00704:57:000000000-A5HJE:1:2106:16797:5504.1	Cluster_440	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:23884:16943.1	Cluster_441	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:19715:15050.1	Cluster_442	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:5131:10768.1	Cluster_443	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:24920:19626.1	Cluster_444	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:17060:18908.1	Cluster_445	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:10161:4990.1	Cluster_446	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:13670:18493.1	Cluster_447	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:13848:23174.1	Cluster_448	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:20812:23326.1	Cluster_449	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:12994:15851.1	Cluster_450	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:22233:16167.1	Cluster_451	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:25338:13302.1	Cluster_452	15	15	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:8747:11745.1	Cluster_453	12	12	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:7069:15027.1	Cluster_454	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:13135:4345.1	Cluster_455	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:6034:13492.1	Cluster_456	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:18138:11282.1	Cluster_457	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:12665:22610.1	Cluster_458	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:15979:20598.1	Cluster_459	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:17653:18448.1	Cluster_460	9	9	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:16713:7751.1	Cluster_461	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:22436:5642.1	Cluster_462	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:22303:19803.1	Cluster_463	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:13677:24141.1	Cluster_464	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:24314:13690.1	Cluster_465	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:15424:15315.1	Cluster_466	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:23259:23109.1	Cluster_467	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:8609:22402.1	Cluster_468	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:21876:9670.1	Cluster_469	11	11	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:9553:12973.1	Cluster_470	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:26873:10450.1	Cluster_471	38	38	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:3003:14275.1	Cluster_472	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:21756:26209.1	Cluster_473	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:27256:7441.1	Cluster_474	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:13979:21418.1	Cluster_475	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:27782:13948.1	Cluster_476	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:24230:21091.1	Cluster_477	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:21025:13471.1	Cluster_478	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:21237:6960.1	Cluster_479	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:22507:16876.1	Cluster_480	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:21731:14352.1	Cluster_481	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:20300:3325.1	Cluster_482	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:19812:5815.1	Cluster_483	13	13	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:28892:15425.1	Cluster_484	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:13472:3010.1	Cluster_485	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:14792:1619.1	Cluster_486	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:25167:13401.1	Cluster_487	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:21704:8029.1	Cluster_488	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:16638:11870.1	Cluster_489	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:21644:4928.1	Cluster_490	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:21174:22322.1	Cluster_491	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:2263:12978.1	Cluster_492	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:1869:17173.1	Cluster_493	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:18086:20445.1	Cluster_494	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:14377:16791.1	Cluster_495	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:24509:24218.1	Cluster_496	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:22806:9812.1	Cluster_497	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:9238:26975.1	Cluster_498	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:19724:7889.1	Cluster_499	13	13	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:22854:15467.1	Cluster_500	19	19	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:10401:16212.1	Cluster_501	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:16539:21129.1	Cluster_502	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:21292:23166.1	Cluster_503	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:17629:26383.1	Cluster_504	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:20798:6030.1	Cluster_505	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:7333:22071.1	Cluster_506	9	9	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:14172:9500.1	Cluster_507	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:22550:24988.1	Cluster_508	21	21	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:10275:23049.1	Cluster_509	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:24136:25891.1	Cluster_510	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:23029:24983.1	Cluster_511	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:21161:4916.1	Cluster_512	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:12867:24718.1	Cluster_513	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:19062:15540.1	Cluster_514	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:12482:12644.1	Cluster_515	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:11163:10326.1	Cluster_516	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:27034:18014.1	Cluster_517	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:5198:18283.1	Cluster_518	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:21151:17272.1	Cluster_519	11	11	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:12768:11320.1	Cluster_520	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:23437:7599.1	Cluster_521	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:15049:2233.1	Cluster_522	17	17	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:28522:18783.1	Cluster_523	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:10879:13810.1	Cluster_524	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:22158:18356.1	Cluster_525	10	10	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:19063:15922.1	Cluster_526	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:28884:17513.1	Cluster_527	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:22367:5687.1	Cluster_528	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:23687:20737.1	Cluster_529	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:18089:4991.1	Cluster_530	18	18	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:19775:22961.1	Cluster_531	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:15410:16833.1	Cluster_532	18	18	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:6131:12639.1	Cluster_533	38	38	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:9368:8651.1	Cluster_534	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:7779:25608.1	Cluster_535	10	10	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:22484:6480.1	Cluster_536	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:18973:7936.1	Cluster_537	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:25880:7804.1	Cluster_538	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:19215:7284.1	Cluster_539	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:20217:16215.1	Cluster_540	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:21941:22382.1	Cluster_541	13	13	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:19982:16910.1	Cluster_542	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:10753:7317.1	Cluster_543	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:20902:4473.1	Cluster_544	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:6957:4642.1	Cluster_545	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:2916:16230.1	Cluster_546	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:7605:9515.1	Cluster_547	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:21719:20928.1	Cluster_548	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:16349:14406.1	Cluster_549	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:6421:14149.1	Cluster_550	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:16296:24278.1	Cluster_551	9	9	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:27576:11884.1	Cluster_552	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:8188:14920.1	Cluster_553	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:5298:22371.1	Cluster_554	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:14581:24102.1	Cluster_555	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:7024:10279.1	Cluster_556	12	12	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:16959:19270.1	Cluster_557	6	6	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:21929:21452.1	Cluster_558	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:11397:14720.1	Cluster_559	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:17129:19235.1	Cluster_560	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:7008:8745.1	Cluster_561	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:6308:25453.1	Cluster_562	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:16592:18114.1	Cluster_563	7	7	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:21326:17704.1	Cluster_564	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:28120:19128.1	Cluster_565	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:7596:21682.1	Cluster_566	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:19920:9000.1	Cluster_567	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:22936:18736.1	Cluster_568	15	15	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:18430:19749.1	Cluster_569	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:15328:22566.1	Cluster_570	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:10155:9895.1	Cluster_571	17	17	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:21376:15278.1	Cluster_572	16	16	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:12969:1892.1	Cluster_573	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:22258:25832.1	Cluster_574	8	8	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:20580:11178.1	Cluster_575	5	5	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:14382:3553.1	Cluster_576	4	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:17089:2768.1	Cluster_577	6	6	0
